SYSET	Word	W1	W2	DEF_SYNT
106620790	colourcast	television	program	 (S1 (NP (NP (DT a)(NN television)(NN program))(SBAR (WHNP (WDT that))(S (VP (AUX is)(VP (VBN broadcast)(PP (IN in)(NP (NN color)))))))))# 
109106502	Columbia	university	town	 (S1 (NP (NP (DT a)(NN university)(NN town))(PP (IN in)(NP (JJ central)(NNP Missouri)))))# 
101810466	Columbiformes	sand	grouse	 (S1 (NP (NN sand)(NN grouse)))# 
111727091	columbine	temperate	regions	 (S1 (NP (NP (NNP north)(NN temperate)(NNS regions))(ADVP (RB especially)(NP (NNS mountains)))))# 
109131001	Columbus	state	capital	 (S1 (NP (NP (DT the)(NN state)(NN capital))(PP (IN of)(NP (NNP Ohio)))))# 
109940818	comedienne	female	comedian	 (S1 (NP (DT a)(NN female)(NN comedian)))# 
109943811	commissioner	government	administrator	 (S1 (NP (DT a)(NN government)(NN administrator)))# 
104446521	commode	plumbing	fixture	 (S1 (NP (NP (DT a)(NN plumbing)(NN fixture))(PP (IN for)(NP (NN defecation)(CC and)(NN urination)))))# 
108375154	commonwealth	world	organization	 (S1 (NP (NP (DT a)(NN world)(NN organization))(PP (IN of)(NP (NP (JJ autonomous)(NNS states))(SBAR (WHNP (WDT that))(S (VP (VP (AUX are)(VP (VBN united)(PP (IN in)(NP (NP (NN allegiance))(PP (TO to)(NP (DT a)(JJ central)(NN power)))))))(CC but)(VP (AUX a
103078802	commuter	passenger	train	 (S1 (NP (NP (DT a)(NN passenger)(NN train))(SBAR (WHNP (WDT that))(S (VP (AUX is)(VP (VBN ridden)(PP (ADVP (RB primarily))(IN by)(NP (NP (NNS passengers))(SBAR (WHNP (WP who))(S (VP (VBP travel)(ADVP (RB regularly))(PP (PP (IN from)(NP (CD one)(NN place)
113837009	competition	business	relation	 (S1 (NP (NP (DT a)(NN business)(NN relation))(SBAR (WHPP (IN in)(WHNP (WDT which)))(S (NP (CD two)(NNS parties))(VP (VBP compete)(S (VP (TO to)(VP (VB gain)(NP (NNS customers))))))))))# 
101458842	conceptus	animal	organism	 (S1 (NP (NP (DT an)(NN animal)(NN organism))(PP (PP (IN in)(NP (NP (DT the)(JJ early)(NNS stages))(PP (IN of)(NP (NN growth)(CC and)(NN differentiation)))(SBAR (WHNP (WDT that))(S (PP (IN in)(NP (JJR higher)(NNS forms)))(VP (VBP merge)(PP (IN into)(NP (J
109953275	conductress	woman	conductor	 (S1 (NP (DT a)(NN woman)(NN conductor)))# 
102244515	conenose	bloodsucking	bug	 (S1 (NP (JJ large)(NN bloodsucking)(NN bug)))# 
109954804	confidante	female	confidant	 (S1 (NP (DT a)(NN female)(NN confidant)))# 
107201105	confutation	speech	act	 (S1 (NP (NP (DT the)(NN speech)(NN act))(PP (IN of)(S (VP (VBG refuting)(ADVP (RB conclusively)))))))# 
100099951	conjuration	illusory	feat	 (S1 (NP (DT an)(NN illusory)(NN feat)))# 
110055181	conjurer	witch	doctor	 (S1 (NP (NP (DT a)(NN witch)(NN doctor))(SBAR (WHNP (WP who))(S (NP (NNS practices))(VP (VBP conjury))))))# 
110055181	conjuror	witch	doctor	 (S1 (NP (NP (DT a)(NN witch)(NN doctor))(SBAR (WHNP (WP who))(S (NP (NNS practices))(VP (VBP conjury))))))# 
110907501	Connors	tennis	player	 (S1 (NP (NP (ADJP (JJ outstanding)(NP (NNP United)(NNPS States)))(NN tennis)(NN player))(PRN (-LRB- -LRB-)(VP (VBN born)(PP (IN in)(NP (CD 1952))))(-RRB- -RRB-))))# 
107115021	consonant	speech	sound	 (S1 (NP (NP (DT a)(NN speech)(NN sound))(SBAR (WHNP (WDT that))(S (VP (AUX is)(RB not)(NP (DT a)(NN vowel)))))))# 
110907851	Constable	landscape	painter	 (S1 (NP (NP (JJ English)(NN landscape)(NN painter))(PRN (-LRB- -LRB-)(NP (CD 1776-1837))(-RRB- -RRB-))))# 
109959258	constable	police	officer	 (S1 (NP (NP (DT a)(NN police)(NN officer))(PP (IN of)(NP (DT the)(JJS lowest)(NN rank)))))# 
103095699	containership	cargo	ship	 (S1 (NP (NP (DT a)(NN cargo)(NN ship))(VP (VBN designed)(S (VP (TO to)(VP (VB hold)(NP (JJ containerized)(NNS cargoes))))))))# 
107032556	continuo	bass	part	 (S1 (NP (NP (DT a)(NN bass)(NN part))(VP (VP (VBN written)(PRT (RP out))(PP (IN in)(ADJP (JJ full))))(CC and)(VP (VBN accompanied)(PP (IN by)(NP (NP (NNS numbers))(SBAR (S (VP (TO to)(VP (VB indicate)(S (NP (DT the)(NNS chords))(VP (TO to)(VP (AUX be)(VP
107206596	contradiction	speech	act	 (S1 (NP (NP (DT the)(NN speech)(NN act))(PP (IN of)(S (VP (VBG contradicting)(NP (NN someone)))))))# 
109961198	contralto	woman	singer	 (S1 (NP (NP (DT a)(NN woman)(NN singer))(VP (AUXG having)(NP (DT a)(JJ contralto)(NN voice)))))# 
103099147	convector	space	heater	 (S1 (NP (NP (DT a)(NN space)(NN heater))(SBAR (WHNP (WDT that))(S (VP (VBZ transfers)(NP (NN heat))(PP (TO to)(NP (NP (DT the)(VBG surrounding)(NN air))(PP (IN by)(NP (NN convection))))))))))# 
112823164	Convolvulaceae	morning	glory	 (S1 (NP (NN morning)(NN glory)))# 
103101986	cookware	kitchen	utensil	 (S1 (NP (NP (DT a)(NN kitchen)(NN utensil))(VP (VBN made)(PP (IN of)(NP (NP (NN material))(SBAR (WHNP (WDT that))(S (VP (AUX does)(RB not)(VP (VB melt)(ADVP (RB easily)))))))))))# 
103016389	coop	farm	building	 (S1 (NP (NP (DT a)(NN farm)(NN building))(PP (IN for)(NP (NN housing)(NN poultry)))))# 
101668892	cooter	river	turtle	 (S1 (NP (NP (JJ large)(NN river)(NN turtle))(PP (IN of)(NP (NP (DT the)(JJ southern)(NNP United)(NNPS States))(CC and)(NP (JJ northern)(NNP Mexico))))))# 
109964202	copilot	relief	pilot	 (S1 (NP (NP (DT a)(NN relief)(NN pilot))(PP (IN on)(NP (DT an)(NN airplane)))))# 
109964202	co-pilot	relief	pilot	 (S1 (NP (NP (DT a)(NN relief)(NN pilot))(PP (IN on)(NP (DT an)(NN airplane)))))# 
113391774	copper	copper	penny	 (S1 (NP (DT a)(NN copper)(NN penny)))# 
112118661	coracan	East	Indian	 (S1 (NP (NP (NNP East)(NNP Indian))(NP (NP (NN cereal)(NN grass))(SBAR (WHNP (WP whose)(NN seed))(S (VP (VBP yield)(NP (NP (DT a)(ADJP (RB somewhat)(JJ bitter))(NN flour))(, ,)(NP (NP (DT a)(NN staple))(PP (IN in)(NP (DT the)(NNP Orient)))))))))))# 
112118661	corakan	East	Indian	 (S1 (NP (NP (NNP East)(NNP Indian))(NP (NP (NN cereal)(NN grass))(SBAR (WHNP (WP whose)(NN seed))(S (VP (VBP yield)(NP (NP (DT a)(ADJP (RB somewhat)(JJ bitter))(NN flour))(, ,)(NP (NP (DT a)(NN staple))(PP (IN in)(NP (DT the)(NNP Orient)))))))))))# 
111758799	coralwood	East	Indian	 (S1 (NP (NP (NNP East)(NNP Indian))(NP (NP (NN tree))(PP (IN with)(NP (NP (NNS racemes))(PP (IN of)(NP (JJ yellow-white)(NNS flowers))))))))# 
111758799	coral-wood	East	Indian	 (S1 (NP (NP (NNP East)(NNP Indian))(NP (NP (NN tree))(PP (IN with)(NP (NP (NNS racemes))(PP (IN of)(NP (JJ yellow-white)(NNS flowers))))))))# 
103107488	cords	cotton	trousers	 (S1 (NP (NP (NN cotton)(NNS trousers))(VP (VBN made)(PP (IN of)(NP (NN corduroy)(NN cloth))))))# 
103107488	corduroys	cotton	trousers	 (S1 (NP (NP (NN cotton)(NNS trousers))(VP (VBN made)(PP (IN of)(NP (NN corduroy)(NN cloth))))))# 
102242942	Corixidae	water	bugs	 (S1 (NP (NN water)(NNS bugs)))# 
103109150	corkscrew	bottle	opener	 (S1 (NP (NP (DT a)(NN bottle)(NN opener))(SBAR (WHNP (WDT that))(S (VP (VBZ pulls)(NP (NNS corks)))))))# 
107568095	cornmeal	ground	corn	 (S1 (NP (JJ coarsely)(NN ground)(NN corn)))# 
113067191	cornsmut	smut	fungus	 (S1 (NP (NP (DT a)(NN smut)(NN fungus))(VP (VBG attacking)(NP (NNP Indian)(NN corn)))))# 
104606014	coronal	flower	arrangement	 (S1 (NP (NP (NN flower)(NN arrangement))(VP (VBG consisting)(PP (IN of)(NP (NP (DT a)(JJ circular)(NN band))(PP (IN of)(NP (NN foliage)(CC or)(NNS flowers)))(PP (IN for)(NP (JJ ornamental)(NNS purposes))))))))# 
108059412	corp	business	firm	 (S1 (NP (NP (DT a)(NN business)(NN firm))(SBAR (WHNP (WHNP (WP whose)(NNS articles))(PP (IN of)(NP (NN incorporation))))(S (VP (AUX have)(VP (AUX been)(VP (VBN approved)(PP (IN in)(NP (DT some)(NN state))))))))))# 
108059412	corporation	business	firm	 (S1 (NP (NP (DT a)(NN business)(NN firm))(SBAR (WHNP (WHNP (WP whose)(NNS articles))(PP (IN of)(NP (NN incorporation))))(S (VP (AUX have)(VP (AUX been)(VP (VBN approved)(PP (IN in)(NP (DT some)(NN state))))))))))# 
108212527	corps	army	unit	 (S1 (NP (NP (DT an)(NN army)(NN unit))(VP (ADVP (RB usually))(VBG consisting)(PP (IN of)(NP (NP (QP (CD two)(CC or)(JJR more))(NNS divisions))(CC and)(NP (PRP their)(NN support)))))))# 
108429482	cortege	funeral	procession	 (S1 (NP (DT a)(NN funeral)(NN procession)))# 
100619142	costing	cost	accounting	 (S1 (NP (NN cost)(NN accounting)))# 
103131574	cot	baby	bed	 (S1 (NP (NP (NN baby)(NN bed))(PP (IN with)(NP (NP (JJ high)(NNS sides))(VP (VBN made)(PP (IN of)(NP (NNS slats))))))))# 
101550429	Cotingidae	umbrella	birds	 (S1 (NP (NN umbrella)(NNS birds)))# 
112760013	Cotinus	smoke	trees	 (S1 (NP (NN smoke)(NNS trees)))# 
109968741	cottar	peasant	farmer	 (S1 (NP (NP (DT a)(NN peasant)(NN farmer))(PP (IN in)(NP (DT the)(NNP Scottish)(NNPS Highlands)))))# 
109968741	cotter	peasant	farmer	 (S1 (NP (NP (DT a)(NN peasant)(NN farmer))(PP (IN in)(NP (DT the)(NNP Scottish)(NNPS Highlands)))))# 
100135504	counter	return	punch	 (S1 (NP (NP (DT a)(NN return)(NN punch))(PRN (-LRB- -LRB-)(PP (ADVP (RB especially))(IN by)(NP (DT a)(NN boxer)))(-RRB- -RRB-))))# 
101173569	counterblow	return	blow	 (S1 (NP (DT a)(NN return)(NN blow)))#(S1 (NP (DT a)(NN retaliatory)(NN blow)))# 
100974994	countercharge	retaliatory	charge	 (S1 (NP (DT a)(NN retaliatory)(NN charge)))# 
100135504	counterpunch	return	punch	 (S1 (NP (NP (DT a)(NN return)(NN punch))(PRN (-LRB- -LRB-)(PP (ADVP (RB especially))(IN by)(NP (DT a)(NN boxer)))(-RRB- -RRB-))))# 
100123143	countershot	return	shot	 (S1 (NP (DT a)(NN return)(NN shot)))#(S1 (NP (DT a)(NN retaliatory)(NN shot)))# 
105822001	coupon	test	sample	 (S1 (NP (NP (DT a)(NN test)(NN sample))(PP (IN of)(NP (DT some)(NN substance)))))# 
100526663	courante	court	dance	 (S1 (NP (NP (DT a)(NN court)(NN dance))(PP (IN of)(NP (DT the)(JJ 16th)(NN century)))))# 
109973422	cowgirl	woman	cowboy	 (S1 (NP (DT a)(NN woman)(NN cowboy)))# 
100832626	CPR	emergency	procedure	 (S1 (NP (NP (DT an)(NN emergency)(NN procedure))(VP (VBG consisting)(PP (IN of)(NP (NP (JJ external)(JJ cardiac)(NN massage))(CC and)(NP (JJ artificial)(NN respiration)))))))# 
103125729	cradle	baby	bed	 (S1 (NP (NP (DT a)(NN baby)(NN bed))(PP (IN with)(NP (NP (NNS sides))(CC and)(NP (NNS rockers))))))# 
103126385	crampon	iron	spike	 (S1 (NP (NP (DT an)(NN iron)(NN spike))(VP (VBN attached)(PP (TO to)(NP (NP (DT the)(NN shoe))(SBAR (S (VP (TO to)(VP (VB prevent)(S (VP (VBG slipping)(PP (IN on)(NP (NN ice)))(SBAR (WHADVP (WRB when))(S (VP (VBG walking)(CC or)(VBG climbing)))))))))))))
103126385	crampoon	iron	spike	 (S1 (NP (NP (DT an)(NN iron)(NN spike))(VP (VBN attached)(PP (TO to)(NP (NP (DT the)(NN shoe))(SBAR (S (VP (TO to)(VP (VB prevent)(S (VP (VBG slipping)(PP (IN on)(NP (NN ice)))(SBAR (WHADVP (WRB when))(S (VP (VBG walking)(CC or)(VBG climbing)))))))))))))
103127024	crank	hand	tool	 (S1 (NP (NP (DT a)(NN hand)(NN tool))(VP (VBG consisting)(PP (IN of)(NP (NP (DT a)(VBG rotating)(NN shaft))(PP (IN with)(NP (JJ parallel)(VB handle))))))))# 
104446521	crapper	plumbing	fixture	 (S1 (NP (NP (DT a)(NN plumbing)(NN fixture))(PP (IN for)(NP (NN defecation)(CC and)(NN urination)))))# 
110452024	craven	abject	coward	 (S1 (NP (DT an)(NN abject)(NN coward)))# 
100570366	crawl	swimming	stroke	 (S1 (NP (DT a)(NN swimming)(NN stroke)))# 
113405646	credit	accounting	entry	 (S1 (NP (NP (DT an)(NN accounting)(NN entry))(VP (VBG acknowledging)(NP (NN income)(CC or)(NN capital)(NNS items)))))# 
103129848	creel	wicker	basket	 (S1 (NP (NP (DT a)(NN wicker)(NN basket))(VP (VBN used)(PP (IN by)(NP (NNS anglers)))(S (VP (TO to)(VP (VB hold)(NP (NN fish))))))))# 
106905358	creole	mother	tongue	 (S1 (NP (NP (DT a)(NN mother)(NN tongue))(SBAR (WHNP (WDT that))(S (VP (VBZ originates)(PP (IN from)(NP (NP (NN contact))(PP (IN between)(NP (CD two)(NNS languages))))))))))# 
103131574	crib	baby	bed	 (S1 (NP (NP (NN baby)(NN bed))(PP (IN with)(NP (NP (JJ high)(NNS sides))(VP (VBN made)(PP (IN of)(NP (NNS slats))))))))# 
111882426	crinkleroot	North	American	 (S1 (NP (NP (NNP North)(NNP American))(NP (NP (NN herb))(PP (IN with)(NP (JJ pungent)(ADJP (JJ scaly)(CC or)(JJ toothed))(NNS roots))))))# 
111882426	crinkle-root	North	American	 (S1 (NP (NP (NNP North)(NNP American))(NP (NP (NN herb))(PP (IN with)(NP (JJ pungent)(ADJP (JJ scaly)(CC or)(JJ toothed))(NNS roots))))))# 
110915373	Crispin	patron	saint	 (S1 (NP (NP (NN patron)(NN saint))(PP (IN of)(NP (NNS shoemakers)))))# 
107260623	criterion	reference	point	 (S1 (NP (NP (DT a)(NN reference)(NN point))(SBAR (WHPP (IN against)(WHNP (WDT which)))(S (NP (JJ other)(NNS things))(VP (MD can)(VP (AUX be)(VP (VBN evaluated))))))))# 
101696633	crocodilian	archosaurian	reptile	 (S1 (NP (JJ extant)(NN archosaurian)(NN reptile)))# 
103135788	crossbar	game	equipment	 (S1 (NP (NP (NN game)(NN equipment))(VP (VBG consisting)(PP (IN of)(NP (NP (DT a)(JJ horizontal)(NN bar))(SBAR (S (VP (TO to)(VP (AUX be)(VP (VBN jumped)(CC or)(VBN vaulted)(PP (IN over))))))))))))# 
103137044	crosshead	metal	block	 (S1 (NP (NP (NN metal)(NN block))(SBAR (WHNP (WDT that))(S (VP (VBZ connects)(PP (TO to)(NP (DT a)(NN piston))))))))# 
109283623	crossing	shallow	area	 (S1 (NP (NP (DT a)(NN shallow)(NN area))(PP (IN in)(NP (NP (DT a)(NN stream))(SBAR (WHNP (WDT that))(S (VP (MD can)(VP (AUX be)(VP (VBN forded))))))))))# 
111436929	cross-link	side	bond	 (S1 (NP (NP (DT a)(NN side)(NN bond))(SBAR (WHNP (WDT that))(S (VP (VBZ links)(NP (NP (CD two)(JJ adjacent)(NNS chains))(PP (IN of)(NP (NP (NNS atoms))(PP (IN in)(NP (DT a)(JJ complex)(NN molecule)))))))))))# 
111436929	cross-linkage	side	bond	 (S1 (NP (NP (DT a)(NN side)(NN bond))(SBAR (WHNP (WDT that))(S (VP (VBZ links)(NP (NP (CD two)(JJ adjacent)(NNS chains))(PP (IN of)(NP (NP (NNS atoms))(PP (IN in)(NP (DT a)(JJ complex)(NN molecule)))))))))))# 
105983122	cross-purpose	contrary	aim	 (S1 (NP (DT a)(NN contrary)(NN aim)))# 
105514081	crotch	sex	organ	 (S1 (NP (JJ external)(NN sex)(NN organ)))# 
102985137	CRT	vacuum	tube	 (S1 (NP (NP (DT a)(NN vacuum)(NN tube))(SBAR (WHPP (IN in)(WHNP (WDT which)))(S (NP (DT a)(JJ hot)(NN cathode))(VP (VBZ emits)(NP (NP (DT a)(NN beam))(PP (IN of)(NP (NP (NNS electrons))(SBAR (WHNP (WDT that))(S (VP (VP (VBP pass)(PP (IN through)(NP (DT a
101974399	Crustacea	water	fleas	 (S1 (NP (NN water)(NNS fleas)))# 
103142205	cryoscope	measuring	instrument	 (S1 (NP (NP (DT a)(NN measuring)(NN instrument))(PP (IN for)(S (VP (VBG measuring)(NP (NN freezing)(CC and)(NN melting)(NNS points)))))))# 
109260466	crystal	plane	faces	 (S1 (NP (JJ external)(NN plane)(NNS faces)))# 
109260466	crystallization	plane	faces	 (S1 (NP (JJ external)(NN plane)(NNS faces)))# 
101953877	ctenidium	respiratory	structure	 (S1 (NP (NP (JJ comb-like)(NN respiratory)(NN structure))(VP (VBG serving)(PP (IN as)(NP (NP (DT the)(NNP gill))(PP (IN of)(NP (JJ certain)(NNS mollusks))))))))# 
101775592	Ctenizidae	burrowing	spiders	 (S1 (NP (JJ large)(NN burrowing)(NNS spiders)))# 
113150378	cubeb	spicy	fruit	 (S1 (NP (NP (NN spicy)(NN fruit))(PP (IN of)(NP (DT the)(JJ cubeb)(NN vine)))))# 
103144873	cubitiere	body	armor	 (S1 (NP (NP (NN body)(NN armor))(SBAR (WHNP (WDT that))(S (VP (VBZ protects)(NP (DT the)(NN elbow)))))))# 
112165384	cucumber	melon	vine	 (S1 (NP (NP (DT a)(NN melon)(NN vine))(PP (IN of)(NP (DT the)(JJ genus)(NNPS Cucumis)))))# 
103146342	cuisse	armor	plate	 (S1 (NP (NP (NN armor)(NN plate))(SBAR (WHNP (WDT that))(S (VP (VBZ protects)(NP (DT the)(NN thigh)))))))# 
112267841	cup	plant	organ	 (S1 (NP (JJ cup-shaped)(NN plant)(NN organ)))# 
103152303	customhouse	government	building	 (S1 (NP (NP (DT a)(NN government)(NN building))(SBAR (SBAR (WHADVP (WRB where))(S (NP (NNS customs))(VP (AUX are)(VP (VBN collected)))))(CC and)(SBAR (WHADVP (WRB where))(S (NP (NNS ships))(VP (AUX are)(VP (VBN cleared)(S (VP (TO to)(VP (VB enter)(CC or)
103152303	customshouse	government	building	 (S1 (NP (NP (DT a)(NN government)(NN building))(SBAR (SBAR (WHADVP (WRB where))(S (NP (NNS customs))(VP (AUX are)(VP (VBN collected)))))(CC and)(SBAR (WHADVP (WRB where))(S (NP (NNS ships))(VP (AUX are)(VP (VBN cleared)(S (VP (TO to)(VP (VB enter)(CC or)
101993714	Cyamus	whale	lice	 (S1 (NP (NN whale)(NN lice)))# 
113187031	Cyatheaceae	tree	ferns	 (S1 (NP (JJ tropical)(NN tree)(NNS ferns)))# 
109985683	cybernaut	computer	user	 (S1 (NP (NP (DT a)(NN computer)(NN user))(SBAR (WHNP (WP who))(S (VP (VBZ uses)(NP (DT the)(NN internet)))))))# 
103580615	cyberspace	computer	network	 (S1 (NP (NP (DT a)(NN computer)(NN network))(VP (VBG consisting)(PP (IN of)(NP (NP (DT a)(NNP worldwide)(NN network))(PP (IN of)(NP (NN computer)(NNS networks)))(SBAR (WHNP (WDT that))(S (VP (VBP use)(NP (DT the)(NN TCP/IP))(S (NP (NN network)(NNS protoc
112149751	Cyperaceae	cotton	grass	 (S1 (NP (NN cotton)(NN grass)))#(S1 (NP (NN umbrella)(NN plant)))# 
112902887	Cyphomandra	tree	tomato	 (S1 (NP (NN tree)(NN tomato)))# 
110920051	Cyrus	Persian	prince	 (S1 (NP (NP (NNP Persian)(NNP prince))(SBAR (WHNP (WP who))(S (VP (AUX was)(VP (VBN defeated)(PP (IN in)(NP (NN battle)))(PP (IN by)(NP (NP (PRP his)(NN brother))(NP (NP (NNP Artaxerxes)(NNP II))(PRN (-LRB- -LRB-)(NP (CD 424-401)(NN BC))(-RRB- -RRB-)))))
101441117	dace	small	European	 (S1 (NP (NP (NNP small)(NNP European))(NP (NP (JJR freshwater)(NN fish))(PP (IN with)(NP (DT a)(JJ slender)(JJ bluish-green)(NN body))))))# 
103158186	dacha	country	house	 (S1 (NP (JJ Russian)(NN country)(NN house)))# 
102612046	Dactyloscopidae	sand	stargazers	 (S1 (NP (NN sand)(NNS stargazers)))# 
109517057	Dagon	national	god	 (S1 (NP (NP (NNP national)(NNP god))(PP (IN of)(NP (NNP Philistines)))))# 
112524518	Dalea	indigo	bush	 (S1 (NP (NNP indigo)(NNP bush)))# 
104612373	dandy	sailing	vessel	 (S1 (NP (NP (DT a)(NN sailing)(NN vessel))(PP (IN with)(NP (CD two)(NNS masts)))))# 
106954461	Dano-Norwegian	book	language	 (S1 (NP (NN book)(NN language)))# 
104978216	darkness	swarthy	complexion	 (S1 (NP (DT a)(NN swarthy)(NN complexion)))# 
109169038	Dasht-e-Kavir	salt	desert	 (S1 (NP (NP (DT a)(NN salt)(NN desert))(PP (IN in)(NP (ADJP (JJ north)(JJ central))(NNP Iran)))))# 
103165096	daybed	armless	couch	 (S1 (NP (DT an)(NN armless)(NN couch)))# 
103165211	daybook	accounting	journal	 (S1 (NP (NP (DT an)(NN accounting)(NN journal))(PP (IN as)(NP (DT a)(JJ physical)(NN object)))))# 
109993822	dayboy	day	boarder	 (S1 (NP (NP (DT a)(NN day)(NN boarder))(SBAR (WHNP (WP who))(S (VP (AUX is)(NP (DT a)(NN boy)))))))# 
109994319	daygirl	day	boarder	 (S1 (NP (NP (DT a)(NN day)(NN boarder))(SBAR (WHNP (WP who))(S (VP (AUX is)(NP (DT a)(NN girl)))))))# 
109131205	Dayton	manufacturing	center	 (S1 (NP (NN manufacturing)(NN center)))# 
106588785	DBMS	software	system	 (S1 (NP (NP (DT a)(NN software)(NN system))(SBAR (WHNP (WDT that))(S (VP (VBZ facilitates)(NP (NP (DT the)(NN creation))(CC and)(NP (NP (NN maintenance)(CC and)(NN use))(PP (IN of)(NP (DT an)(JJ electronic)(NN database))))))))))# 
107476623	debacle	sound	defeat	 (S1 (NP (DT a)(NN sound)(NN defeat)))# 
110257647	debauchee	dissolute	person	 (S1 (NP (DT a)(NN dissolute)(NN person)))# 
113405807	debit	accounting	entry	 (S1 (NP (NP (DT an)(NN accounting)(NN entry))(VP (VBG acknowledging)(NP (NP (NNS sums))(SBAR (WHNP (WDT that))(S (VP (AUX are)(VP (VBG owing)))))))))# 
107096569	decasyllable	verse	line	 (S1 (NP (NP (DT a)(NN verse)(NN line))(VP (AUXG having)(NP (CD ten)(NNS syllables)))))# 
100099951	deception	illusory	feat	 (S1 (NP (DT an)(NN illusory)(NN feat)))# 
107200813	defence	speech	act	 (S1 (NP (NP (DT the)(NN speech)(NN act))(PP (IN of)(S (VP (VBG answering)(NP (NP (DT an)(NN attack))(PP (IN on)(NP (PRP your)(NNS assertions)))))))))# 
107200813	defense	speech	act	 (S1 (NP (NP (DT the)(NN speech)(NN act))(PP (IN of)(S (VP (VBG answering)(NP (NP (DT an)(NN attack))(PP (IN on)(NP (PRP your)(NNS assertions)))))))))# 
101170320	defiance	defiant	act	 (S1 (NP (DT a)(NN defiant)(NN act)))# 
107575076	dejeuner	midday	meal	 (S1 (NP (DT a)(NN midday)(NN meal)))# 
107594406	delicatessen	food	products	 (S1 (NP (JJ ready-to-eat)(NN food)(NNS products)))# 
103174731	demitasse	coffee	cup	 (S1 (NP (JJ small)(NN coffee)(NN cup)))# 
103174991	Demulen	trade	name	 (S1 (NP (NP (NN trade)(NN name))(PP (IN for)(NP (DT an)(JJ oral)(NN contraceptive)))))# 
108584218	den	hiding	place	 (S1 (NP (DT a)(NN hiding)(NN place)))# 
101879379	Dendrolagus	tree	wallabies	 (S1 (NP (NN tree)(NNS wallabies)))# 
103175301	densimeter	measuring	instrument	 (S1 (NP (NP (DT a)(NN measuring)(NN instrument))(PP (IN for)(S (VP (VBG determining)(NP (NP (NN density))(CC or)(NP (JJ specific)(NN gravity))))))))# 
103175301	densitometer	measuring	instrument	 (S1 (NP (NP (DT a)(NN measuring)(NN instrument))(PP (IN for)(S (VP (VBG determining)(NP (NP (NN density))(CC or)(NP (JJ specific)(NN gravity))))))))# 
103175457	densitometer	measuring	instrument	 (S1 (NP (NP (DT a)(NN measuring)(NN instrument))(PP (IN for)(S (VP (VBG determining)(NP (JJ optical)(CC or)(JJ photographic)(NN density)))))))# 
110931059	Depardieu	film	actor	 (S1 (NP (NP (JJ French)(NN film)(NN actor))(PRN (-LRB- -LRB-)(VP (VBN born)(PP (IN in)(NP (CD 1948))))(-RRB- -RRB-))))# 
114520829	depression	air	mass	 (S1 (NP (NP (DT an)(NN air)(NN mass))(PP (IN of)(NP (JJR lower)(NN pressure)))))# 
102170269	Dermestidae	carpet	beetles	 (S1 (NP (NN carpet)(NNS beetles)))# 
103178674	derringer	pocket	pistol	 (S1 (NP (NP (DT a)(NN pocket)(NN pistol))(PP (IN of)(NP (NP (JJ large)(NN caliber))(PP (IN with)(NP (DT a)(JJ short)(NN barrel)))))))# 
114686020	derv	diesel	oil	 (S1 (NP (NP (NN diesel)(NN oil))(VP (VBN used)(PP (IN in)(NP (NP (NNS cars)(CC and)(NNS lorries))(PP (IN with)(NP (JJ diesel)(NNS engines))))))))# 
105728678	design	arrangement	scheme	 (S1 (NP (DT an)(NN arrangement)(NN scheme)))# 
102150306	Desmodontidae	vampire	bats	 (S1 (NP (JJ true)(NN vampire)(NNS bats)))# 
110009276	detective	police	officer	 (S1 (NP (NP (DT a)(NN police)(NN officer))(SBAR (WHNP (WP who))(S (VP (VBZ investigates)(NP (NNS crimes)))))))# 
105149127	detergence	detergent	quality	 (S1 (NP (NN detergent)(NN quality)))# 
105149127	detergency	detergent	quality	 (S1 (NP (NN detergent)(NN quality)))# 
103182506	detour	roundabout	road	 (S1 (NP (NP (DT a)(NN roundabout)(NN road))(PRN (-LRB- -LRB-)(ADVP (RB especially))(NP (NP (NN one))(SBAR (WHNP (WDT that))(S (VP (AUX is)(VP (VBN used)(ADVP (RB temporarily))(SBAR (IN while)(S (NP (DT a)(JJ main)(NN route))(VP (AUX is)(VP (VBN blocked))
109100394	Detroit	automobile	industry	 (S1 (NP (NAC (NNP center)(PP (IN of)(NP (DT the)(NNP United)(NNPS States))))(NN automobile)(NN industry)))# 
109525279	Devi	mother	goddess	 (S1 (NP (NNP Hindu)(NN mother)(NN goddess)))# 
110933449	Diaghilev	ballet	impresario	 (S1 (NP (NP (JJ Russian)(NN ballet)(NN impresario))(SBAR (WHNP (WP who))(S (VP (VP (VBD founded)(NP (DT the)(JJ Russian)(NN ballet)))(CC and)(VP (ADVP (RB later))(VBD introduced)(NP (PRP it))(PP (TO to)(NP (DT the)(NNP West)))(PRN (-LRB- -LRB-)(NP (CD 18
103192543	Dictaphone	tape	recorder	 (S1 (NP (NP (DT a)(NN tape)(NN recorder))(SBAR (WHNP (WDT that))(S (VP (VP (VBZ records))(CC and)(VP (VBZ reproduces)(NP (NN dictation))))))))# 
106418901	dictionary	reference	book	 (S1 (NP (NP (DT a)(NN reference)(NN book))(VP (VBG containing)(NP (NP (DT an)(JJ alphabetical)(NN list))(PP (IN of)(NP (NP (NNS words))(PP (IN with)(NP (NP (NN information))(PP (IN about)(NP (PRP them)))))))))))# 
