ID	Word	W1	W2	DEF_SYNT
1945	tergiversate	abandon	beliefs	(S1 (S (VP (VB abandon) (NP (NP (CD one) (POS 's)) (NNS beliefs) (CC or) (NNS allegiances)))))#
1946	disclaim	renounce	claim	(S1 (S (VP (VB renounce) (NP (DT a) (JJ legal) (NN claim) (CC or) (NN title)) (PP (TO to)))))#
1947	claim	lay	claim	(S1 (S (VP (VB lay) (NP (NP (NN claim)) (X (TO to) (: ;) (PP (IN as) (PP (IN of) (NP (DT an) (NN idea)))))))))#
1948	take	lay	claim	(S1 (S (VP (VB lay) (NP (NP (NN claim)) (X (TO to) (: ;) (PP (IN as) (PP (IN of) (NP (DT an) (NN idea)))))))))#
1949	supplicate	make	petition	(S1 (S (VP (VB make) (NP (DT a) (JJ humble) (, ,) (JJ earnest) (NN petition)))))#
1950	pray	address	deity	(S1 (S (S (VP (VB address) (NP (NP (DT a) (NN deity)) (, ,) (NP (DT a) (NN prophet)) (, ,) (NP (DT a) (NN saint)) (CC or) (NP (NP (DT an) (NN object)) (PP (IN of) (NP (NN worship))))))) (: ;) (VP (VBP say) (NP (DT a) (NN prayer)))))#
1951	commune	receive	Communion	(S1 (S (VP (VB receive) (NP (NNP Communion)) (, ,) (PP (IN in) (NP (DT the) (NNP Catholic) (NNP church))))))#
1952	communicate	receive	Communion	(S1 (S (VP (VB receive) (NP (NNP Communion)) (, ,) (PP (IN in) (NP (DT the) (NNP Catholic) (NNP church))))))#
1953	plead	enter	plea	(S1 (S (S (VP (VB enter) (NP (DT a) (NN plea)))) (, ,) (PP (IN as) (PP (IN in) (NP (NP (NNS courts)) (PP (IN of) (NP (NN law))))))))#
1954	profess	confess	faith	(S1 (S (S (VP (VB confess) (NP (NP (NP (CD one) (POS 's)) (NN faith)) (PP (IN in))))) (, ,) (CC or) (S (NP (NN allegiance)) (VP (TO to)))))#
1955	negociate	discuss	terms	(S1 (S (VP (VB discuss) (NP (NP (DT the) (NNS terms)) (PP (IN of) (NP (DT an) (NN arrangement)))))))#
1956	negotiate	discuss	terms	(S1 (S (VP (VB discuss) (NP (NP (DT the) (NNS terms)) (PP (IN of) (NP (DT an) (NN arrangement)))))))#
1957	renegociate	revise	terms	(S1 (S (VP (VB revise) (NP (NP (DT the) (NNS terms)) (PP (IN of))) (SBAR (IN in) (NN order) (S (VP (TO to) (VP (VB limit) (CC or) (VB regain) (NP (NP (JJ excess) (NNS profits)) (VP (VBN gained) (PP (IN by) (NP (DT the) (NN contractor))))))))))))#
1958	renegotiate	revise	terms	(S1 (S (VP (VB revise) (NP (NP (DT the) (NNS terms)) (PP (IN of))) (SBAR (IN in) (NN order) (S (VP (TO to) (VP (VB limit) (CC or) (VB regain) (NP (NP (JJ excess) (NNS profits)) (VP (VBN gained) (PP (IN by) (NP (DT the) (NN contractor))))))))))))#
1959	negociate	reach	agreement	(S1 (S (VP (VB confer) (PP (IN with) (NP (DT another))) (SBAR (IN in) (NN order) (S (VP (TO to) (VP (VP (VB come) (PP (TO to) (NP (NNS terms)))) (CC or) (VP (VB reach) (NP (DT an) (NN agreement))))))))))#
1960	treat	reach	agreement	(S1 (S (VP (VB engage) (PP (IN in) (NP (NNS negotiations))) (SBAR (IN in) (NN order) (S (VP (TO to) (VP (VB reach) (NP (DT an) (NN agreement)))))))))#
1961	powwow	hold	powwow	(S1 (S (VP (VB hold) (NP (DT a) (NN powwow) (, ,) (NN talk) (, ,) (NN conference) (CC or) (NN meeting)))))#
1962	palaver	have	discussion	(S1 (S (VP (VBP have) (NP (DT a) (JJ lengthy) (NN discussion)) (PRN (, ,) (ADVP (RB usually)) (PP (IN between) (NP (NP (NNS people)) (PP (IN of) (NP (JJ different) (NNS backgrounds)))))))))#
1963	close	complete	business	(S1 (S (VP (VB complete) (NP (NP (DT a) (NN business) (NN deal)) (, ,) (NP (NN negotiation)) (, ,) (CC or) (NP (DT an) (NN agreement))))))#
1964	settle	end	dispute	(S1 (S (VP (VB end) (NP (DT a) (JJ legal) (NN dispute)) (PP (IN by) (S (VP (VBG arriving) (PP (IN at) (NP (DT a) (NN settlement)))))))))#
1965	agree	consent	assent	(S1 (S (VP (VP (VB consent) (NP (CC or) (NN assent)) (PP (TO to) (NP (DT a) (NN condition)))) (, ,) (CC or) (VP (VB agree) (S (VP (TO to) (VP (VB do) (NP (NN something)))))))))#
1966	propitiate	make	peace	(S1 (S (VP (VB make) (NP (NN peace)) (PP (IN with)))))#
1967	appease	make	peace	(S1 (S (VP (VB make) (NP (NN peace)) (PP (IN with)))))#
1968	persuade	adopt	position	(S1 (S (S (VP (VB cause) (S (NP (NN somebody)) (VP (TO to) (VP (VB adopt) (NP (NP (DT a) (JJ certain) (NN position)) (, ,) (NP (NN belief)) (, ,) (CC or) (NP (NP (NN course)) (PP (IN of) (NP (NN action)))))))))) (: ;) (VP (VBP twist) (NP (NP (NN somebody) (POS 's)) (NN arm)))))#
1969	hustle	urge	someone	(S1 (S (VP (VB pressure) (CC or) (VB urge) (NP (NN someone)) (PP (IN into) (NP (DT an) (NN action))))))#
1970	sell	persuade	somebody	(S1 (S (VP (VB persuade) (NP (NN somebody)) (S (VP (TO to) (VP (VB accept) (NP (NN something))))))))#
1971	keynote	give	address	(S1 (S (VP (VB give) (NP (DT the) (JJ keynote) (NN address)) (PP (TO to) (NP (-LRB- -LRB-) (NP (DT an) (NN audience)) (-RRB- -RRB-))))))#
1972	soft-soap	use	talk	(S1 (S (VP (VB use) (NP (NP (JJ flattering) (NN talk)) (PP (IN on) (NP (NN somebody)))))))#
1973	soft-soap	persuade	someone	(S1 (S (VP (VB persuade) (NP (NN someone)) (PP (IN through) (NP (NN flattery))))))#
1974	convert	realize	truth	(S1 (S (VP (VP (VB make) (S (-LRB- -LRB-) (NP (NN someone)) (-RRB- -RRB-) (VP (VB agree) (, ,) (VB understand)))) (, ,) (CC or) (VP (VB realize) (NP (NP (DT the) (NN truth) (CC or) (NN validity)) (PP (IN of) (NP (NN something))))))))#
1975	convince	realize	truth	(S1 (S (VP (VP (VB make) (S (-LRB- -LRB-) (NP (NN someone)) (-RRB- -RRB-) (VP (VB agree) (, ,) (VB understand)))) (, ,) (CC or) (VP (VB realize) (NP (NP (DT the) (NN truth) (CC or) (NN validity)) (PP (IN of) (NP (NN something))))))))#
1976	let	cause	something	(S1 (S (ADVP (RB actively)) (VP (VB cause) (NP (NP (NN something)) (SBAR (S (VP (TO to) (VP (VB happen)))))))))#
1977	lead	undertake	action	(S1 (S (VP (VB cause) (S (VP (TO to) (VP (VB undertake) (NP (DT a) (JJ certain) (NN action))))))))#
1978	argue	give	evidence	(S1 (VP (VB give) (NP (NP (NN evidence)) (PP (IN of)))))#
1979	indicate	give	evidence	(S1 (VP (VB give) (NP (NP (NN evidence)) (PP (IN of)))))#
1980	argue	have	argument	(S1 (S (VP (VB have) (NP (NP (DT an) (NN argument)) (PP (IN about) (NP (NN something)))))))#
1981	contend	have	argument	(S1 (S (VP (VB have) (NP (NP (DT an) (NN argument)) (PP (IN about) (NP (NN something)))))))#
1982	debate	have	argument	(S1 (S (VP (VB have) (NP (NP (DT an) (NN argument)) (PP (IN about) (NP (NN something)))))))#
1983	fence	have	argument	(S1 (S (VP (VB have) (NP (NP (DT an) (NN argument)) (PP (IN about) (NP (NN something)))))))#
1984	stickle	argue	points	(S1 (S (VP (VB dispute) (CC or) (VB argue) (NP (NP (RB stubbornly)) (PRN (-LRB- -LRB-) (NP (ADJP (RB especially) (JJ minor)) (NNS points)) (-RRB- -RRB-))))))#
1985	clamor	make	demands	(S1 (S (VP (VB make) (NP (JJ loud) (NNS demands)))))#
1986	clamour	make	demands	(S1 (S (VP (VB make) (NP (JJ loud) (NNS demands)))))#
1987	quarrel	have	disagreement	(S1 (S (VP (VB have) (NP (NP (DT a) (NN disagreement)) (PP (IN over) (NP (NN something)))))))#
1988	dispute	have	disagreement	(S1 (S (VP (VB have) (NP (NP (DT a) (NN disagreement)) (PP (IN over) (NP (NN something)))))))#
1989	scrap	have	disagreement	(S1 (S (VP (VB have) (NP (NP (DT a) (NN disagreement)) (PP (IN over) (NP (NN something)))))))#
1990	argufy	have	disagreement	(S1 (S (VP (VB have) (NP (NP (DT a) (NN disagreement)) (PP (IN over) (NP (NN something)))))))#
1991	altercate	have	disagreement	(S1 (S (VP (VB have) (NP (NP (DT a) (NN disagreement)) (PP (IN over) (NP (NN something)))))))#
1992	assure	assure	somebody	(S1 (S (VP (VB assure) (NP (NP (NN somebody)) (PP (IN of) (NP (NP (DT the) (NN truth)) (PP (IN of) (NP (NP (NN something)) (PP (IN with) (NP (NP (DT the) (NN intention)) (PP (IN of) (S (VP (VBG giving) (NP (DT the) (NN listener)) (NP (NN confidence)))))))))))))))#
1993	charm	using	charm	(S1 (S (VP (VB induce) (PP (IN into) (NP (NN action))) (PP (IN by) (S (VP (VBG using) (NP (NP (CD one) (POS 's)) (NN charm))))))))#
1994	influence	using	charm	(S1 (S (VP (VB induce) (PP (IN into) (NP (NN action))) (PP (IN by) (S (VP (VBG using) (NP (NP (CD one) (POS 's)) (NN charm))))))))#
1995	tempt	using	charm	(S1 (S (VP (VB induce) (PP (IN into) (NP (NN action))) (PP (IN by) (S (VP (VBG using) (NP (NP (CD one) (POS 's)) (NN charm))))))))#
1996	hex	cast	spell	(S1 (S (S (VP (VB cast) (NP (DT a) (NN spell)) (PP (IN over) (NP (NN someone) (CC or) (NN something))))) (: ;) (S (VP (VB put) (NP (DT a) (NN hex)) (PP (IN on) (NP (NN someone) (CC or) (NN something)))))))#
1997	bewitch	cast	spell	(S1 (S (S (VP (VB cast) (NP (DT a) (NN spell)) (PP (IN over) (NP (NN someone) (CC or) (NN something))))) (: ;) (S (VP (VB put) (NP (DT a) (NN hex)) (PP (IN on) (NP (NN someone) (CC or) (NN something)))))))#
1998	glamour	cast	spell	(S1 (S (S (VP (VB cast) (NP (DT a) (NN spell)) (PP (IN over) (NP (NN someone) (CC or) (NN something))))) (: ;) (S (VP (VB put) (NP (DT a) (NN hex)) (PP (IN on) (NP (NN someone) (CC or) (NN something)))))))#
1999	witch	cast	spell	(S1 (S (S (VP (VB cast) (NP (DT a) (NN spell)) (PP (IN over) (NP (NN someone) (CC or) (NN something))))) (: ;) (S (VP (VB put) (NP (DT a) (NN hex)) (PP (IN on) (NP (NN someone) (CC or) (NN something)))))))#
2000	enchant	cast	spell	(S1 (S (S (VP (VB cast) (NP (DT a) (NN spell)) (PP (IN over) (NP (NN someone) (CC or) (NN something))))) (: ;) (S (VP (VB put) (NP (DT a) (NN hex)) (PP (IN on) (NP (NN someone) (CC or) (NN something)))))))#
2001	jinx	cast	spell	(S1 (S (S (VP (VB cast) (NP (DT a) (NN spell)) (PP (IN over) (NP (NN someone) (CC or) (NN something))))) (: ;) (S (VP (VB put) (NP (DT a) (NN hex)) (PP (IN on) (NP (NN someone) (CC or) (NN something)))))))#
2002	prevail	use	persuasion	(S1 (S (VP (VB use) (NP (NN persuasion)) (ADVP (RB successfully)))))#
2003	interrupt	make	break	(S1 (S (VP (VB make) (NP (DT a) (NN break)) (PP (IN in)))))#
2004	disrupt	make	break	(S1 (S (VP (VB make) (NP (DT a) (NN break)) (PP (IN in)))))#
2005	break	interrupt	flow	(S1 (S (VP (VB interrupt) (NP (NP (DT the) (NN flow)) (PP (IN of) (NP (JJ current)))) (PP (IN in)))))#
2006	pause	cease	action	(S1 (S (VP (VB cease) (NP (DT an) (NN action)) (ADVP (RB temporarily)))))#
2007	intermit	cease	action	(S1 (S (VP (VB cease) (NP (DT an) (NN action)) (ADVP (RB temporarily)))))#
2008	break	cease	action	(S1 (S (VP (VB cease) (NP (DT an) (NN action)) (ADVP (RB temporarily)))))#
2009	rest	take	break	(S1 (S (VP (VB take) (NP (NP (DT a) (JJ short) (NN break)) (PP (IN from) (NP (NP (NP (CD one) (POS 's)) (NNS activities)) (PP (IN in) (NP (NN order) (S (VP (TO to) (VP (VB relax))))))))))))#
2010	breathe	take	break	(S1 (S (VP (VB take) (NP (NP (DT a) (JJ short) (NN break)) (PP (IN from) (NP (NP (NP (CD one) (POS 's)) (NNS activities)) (PP (IN in) (NP (NN order) (S (VP (TO to) (VP (VB relax))))))))))))#
2011	rest	give	rest	(S1 (S (VP (VB give) (NP (DT a) (NN rest)) (PP (TO to)))))#
2012	blow	regain	breath	(S1 (S (VP (VB allow) (S (VP (TO to) (VP (VB regain) (NP (PRP$ its) (NN breath))))))))#
2013	digress	lose	clarity	(S1 (S (VP (VP (VB lose) (NP (NN clarity))) (CC or) (VP (VB turn) (ADVP (RB aside)) (PP (ADVP (RB especially)) (IN from) (NP (NP (DT the) (JJ main) (NN subject)) (PP (IN of) (NP (NP (NN attention) (CC or) (NN course)) (PP (IN of) (NP (NN argument))) (PP (IN in) (NP (NP (NN writing)) (, ,) (NP (NN thinking)) (, ,) (CC or) (NP (NN speaking))))))))))))#
2014	stray	lose	clarity	(S1 (S (VP (VP (VB lose) (NP (NN clarity))) (CC or) (VP (VB turn) (ADVP (RB aside)) (PP (ADVP (RB especially)) (IN from) (NP (NP (DT the) (JJ main) (NN subject)) (PP (IN of) (NP (NP (NN attention) (CC or) (NN course)) (PP (IN of) (NP (NN argument))) (PP (IN in) (NP (NP (NN writing)) (, ,) (NP (NN thinking)) (, ,) (CC or) (NP (NN speaking))))))))))))#
2015	divagate	lose	clarity	(S1 (S (VP (VP (VB lose) (NP (NN clarity))) (CC or) (VP (VB turn) (ADVP (RB aside)) (PP (ADVP (RB especially)) (IN from) (NP (NP (DT the) (JJ main) (NN subject)) (PP (IN of) (NP (NP (NN attention) (CC or) (NN course)) (PP (IN of) (NP (NN argument))) (PP (IN in) (NP (NP (NN writing)) (, ,) (NP (NN thinking)) (, ,) (CC or) (NP (NN speaking))))))))))))#
2016	wander	lose	clarity	(S1 (S (VP (VP (VB lose) (NP (NN clarity))) (CC or) (VP (VB turn) (ADVP (RB aside)) (PP (ADVP (RB especially)) (IN from) (NP (NP (DT the) (JJ main) (NN subject)) (PP (IN of) (NP (NP (NN attention) (CC or) (NN course)) (PP (IN of) (NP (NN argument))) (PP (IN in) (NP (NP (NN writing)) (, ,) (NP (NN thinking)) (, ,) (CC or) (NP (NN speaking))))))))))))#
2017	hit	pay	attention	(S1 (S (VP (VB pay) (NP (ADJP (ADJP (JJ unsolicited)) (CC and) (ADJP (RB usually) (JJ unwanted))) (JJ sexual) (NN attention)) (PP (TO to)))))#
2018	solicit	make	solicitation	(S1 (S (S (VP (VB make) (NP (DT a) (NN solicitation) (CC or) (NN entreaty)) (PP (IN for) (NP (NN something))))) (: ;) (S (VP (VB request) (ADVP (RB urgently) (CC or) (RB persistently))))))#
2019	beg	make	solicitation	(S1 (S (S (VP (VB make) (NP (DT a) (NN solicitation) (CC or) (NN entreaty)) (PP (IN for) (NP (NN something))))) (: ;) (S (VP (VB request) (ADVP (RB urgently) (CC or) (RB persistently))))))#
2020	tap	make	solicitation	(S1 (S (S (VP (VB make) (NP (DT a) (NN solicitation) (CC or) (NN entreaty)) (PP (IN for) (NP (NN something))))) (: ;) (S (VP (VB request) (ADVP (RB urgently) (CC or) (RB persistently))))))#
2021	quest	seek	alms	(S1 (S (S (VP (VB seek) (NP (NNS alms)))) (, ,) (PP (IN as) (PP (IN for) (NP (JJ religious) (NNS purposes))))))#
2022	entice	provoke	someone	(S1 (S (VP (VB provoke) (NP (NP (NN someone)) (SBAR (S (VP (TO to) (VP (VB do) (NP (NN something)) (PP (IN through) (NP (NP (PRN (-LRB- -LRB-) (ADVP (RB often)) (ADJP (JJ false) (CC or) (JJ exaggerated)) (-RRB- -RRB-)) (NNS promises)) (CC or) (NP (NN persuasion))))))))))))#
2023	lure	provoke	someone	(S1 (S (VP (VB provoke) (NP (NP (NN someone)) (SBAR (S (VP (TO to) (VP (VB do) (NP (NN something)) (PP (IN through) (NP (NP (PRN (-LRB- -LRB-) (ADVP (RB often)) (ADJP (JJ false) (CC or) (JJ exaggerated)) (-RRB- -RRB-)) (NNS promises)) (CC or) (NP (NN persuasion))))))))))))#
2024	tempt	provoke	someone	(S1 (S (VP (VB provoke) (NP (NP (NN someone)) (SBAR (S (VP (TO to) (VP (VB do) (NP (NN something)) (PP (IN through) (NP (NP (PRN (-LRB- -LRB-) (ADVP (RB often)) (ADJP (JJ false) (CC or) (JJ exaggerated)) (-RRB- -RRB-)) (NNS promises)) (CC or) (NP (NN persuasion))))))))))))#
2025	call	imitating	call	(S1 (S (VP (VB lure) (PP (IN by) (S (VP (VBG imitating) (NP (NP (DT the) (JJ characteristic) (NN call)) (PP (IN of) (NP (DT an) (NN animal))))))))))#
2026	pry	be	nosey	(S1 (S (VP (VB be) (NP (NN nosey)))))#
2027	question	pose	question	(S1 (S (VP (VB pose) (NP (DT a) (NN question)))))#
2028	query	pose	question	(S1 (S (VP (VB pose) (NP (DT a) (NN question)))))#
2029	spy	collect	information	(S1 (S (S (VP (ADVP (RB secretly)) (VB collect) (NP (ADJP (JJ sensitive) (CC or) (JJ classified)) (NN information)))) (: ;) (S (VP (VB engage) (PP (IN in) (NP (NN espionage)))))))#
2030	investigate	conduct	inquiry	(S1 (S (VP (VB conduct) (NP (NP (DT an) (NN inquiry) (CC or) (NN investigation)) (PP (IN of))))))#
2031	inquire	conduct	inquiry	(S1 (S (VP (VB conduct) (NP (NP (DT an) (NN inquiry) (CC or) (NN investigation)) (PP (IN of))))))#
2032	enquire	conduct	inquiry	(S1 (S (VP (VB conduct) (NP (NP (DT an) (NN inquiry) (CC or) (NN investigation)) (PP (IN of))))))#
2033	quiz	examine	someone	(S1 (S (VP (VB examine) (NP (NP (NP (NN someone) (POS 's)) (NN knowledge)) (PP (IN of) (NP (NN something)))))))#
2034	test	examine	someone	(S1 (S (VP (VB examine) (NP (NP (NP (NN someone) (POS 's)) (NN knowledge)) (PP (IN of) (NP (NN something)))))))#
2035	catechize	give	instructions	(S1 (S (VP (VB give) (NP (JJ religious) (NNS instructions)) (PP (TO to)))))#
2036	catechise	give	instructions	(S1 (S (VP (VB give) (NP (JJ religious) (NNS instructions)) (PP (TO to)))))#
2037	spoonfeed	challenging	students	(S1 (S (VP (VB teach) (PP (IN without) (S (VP (VBG challenging) (NP (DT the) (NNS students))))))))#
2038	interrogate	pose	series	(S1 (S (VP (VB pose) (NP (NP (DT a) (NN series)) (PP (IN of) (NP (NNS questions)))) (PP (TO to)))))#
2039	question	pose	series	(S1 (S (VP (VB pose) (NP (NP (DT a) (NN series)) (PP (IN of) (NP (NNS questions)))) (PP (TO to)))))#
2040	re-examine	opposing	counsel	(S1 (S (VP (NN question) (PP (IN after) (NP (NN cross-examination))) (PP (IN by) (S (VP (VBG opposing) (NP (NN counsel))))))))#
2041	dial	operate	dial	(S1 (S (VP (VB operate) (NP (DT a) (NN dial)) (S (VP (TO to) (VP (VB select) (NP (DT a) (NN telephone) (NN number))))))))#
2042	summon	attend	court	(S1 (NP (NP (NN call)) (PP (IN in) (NP (DT an) (JJ official) (NN matter))) (, ,) (PP (JJ such) (IN as) (S (VP (TO to) (VP (VB attend) (NP (NN court))))))))#
2043	summons	attend	court	(S1 (NP (NP (NN call)) (PP (IN in) (NP (DT an) (JJ official) (NN matter))) (, ,) (PP (JJ such) (IN as) (S (VP (TO to) (VP (VB attend) (NP (NN court))))))))#
2044	cite	attend	court	(S1 (NP (NP (NN call)) (PP (IN in) (NP (DT an) (JJ official) (NN matter))) (, ,) (PP (JJ such) (IN as) (S (VP (TO to) (VP (VB attend) (NP (NN court))))))))#
2045	vouch	defend	title	(S1 (S (VP (VB summon) (-LRB- -LRB-) (NP (DT a) (NN vouchee)) (-RRB- -RRB-) (PP (IN into) (NP (NN court))) (S (VP (TO to) (VP (VB warrant) (CC or) (VB defend) (NP (DT a) (NN title))))))))#
2046	lift	stop	hunt	(S1 (S (VP (VB call) (S (VP (VP (TO to) (VP (VB stop) (NP (DT the) (NN hunt)))) (CC or) (VP (TO to) (VP (VB retire))) (, ,) (PP (IN as) (PP (IN of) (NP (NN hunting) (NNS dogs)))))))))#
2047	invite	ask	someone	(S1 (S (VP (VB ask) (NP (NN someone)) (PP (IN in) (NP (NP (DT a) (JJ friendly) (NN way)) (SBAR (S (VP (TO to) (VP (VB do) (NP (NN something)))))))))))#
2048	bid	ask	someone	(S1 (S (VP (VB ask) (NP (NN someone)) (PP (IN in) (NP (NP (DT a) (JJ friendly) (NN way)) (SBAR (S (VP (TO to) (VP (VB do) (NP (NN something)))))))))))#
2049	provoke	provide	stimulus	(S1 (S (VP (VB provide) (NP (DT the) (JJ needed) (NN stimulus)) (PP (IN for)))))#
2050	stimulate	provide	stimulus	(S1 (S (VP (VB provide) (NP (DT the) (JJ needed) (NN stimulus)) (PP (IN for)))))#
2051	turn	have	recourse	(S1 (S (VP (VBP have) (NP (NP (NN recourse)) (SBAR (S (VP (TO to) (VP (CC or) (VP (VB make) (NP (DT an) (NN appeal))) (CC or) (VP (VB request) (PP (IN for) (NP (NP (NN help)) (CC or) (NP (NP (NN information)) (X (TO to))))))))))))))#
2052	schedule	make	schedule	(S1 (S (S (VP (VB make) (NP (DT a) (NN schedule)))) (: ;) (S (VP (VB plan) (NP (NP (DT the) (NN time) (CC and) (NN place)) (PP (IN for) (NP (NNS events))))))))#
2053	program	arrange	program	(S1 (S (VP (VB arrange) (NP (NP (DT a) (NN program)) (PP (PP (IN of)) (CC or) (PP (IN for)))))))#
2054	programme	arrange	program	(S1 (S (VP (VB arrange) (NP (NP (DT a) (NN program)) (PP (PP (IN of)) (CC or) (PP (IN for)))))))#
2055	reschedule	assign	time	(S1 (S (VP (VB assign) (NP (NP (DT a) (JJ new) (NN time) (CC and) (NN place)) (PP (IN for) (NP (DT an) (NN event)))))))#
2056	enjoin	issue	injunction	(S1 (S (VP (VB issue) (NP (DT an) (NN injunction)))))#
2057	refuse	show	unwillingness	(S1 (S (VP (VB show) (NP (NN unwillingness)) (PP (IN towards)))))#
2058	decline	show	unwillingness	(S1 (S (VP (VB show) (NP (NN unwillingness)) (PP (IN towards)))))#
2059	accept	give	reply	(S1 (S (VP (VB give) (NP (DT an) (JJ affirmative) (NN reply)) (S (VP (TO to) (VP (: ;) (VB respond) (ADVP (RB favorably)) (PP (TO to))))))))#
2060	consent	give	reply	(S1 (S (VP (VB give) (NP (DT an) (JJ affirmative) (NN reply)) (S (VP (TO to) (VP (: ;) (VB respond) (ADVP (RB favorably)) (PP (TO to))))))))#
2061	abjure	disavow	belief	(S1 (S (ADVP (RB formally)) (VP (VB reject) (CC or) (VB disavow) (NP (DT a) (ADJP (RB formerly) (VBN held)) (NN belief)) (, ,) (PP (ADVP (RB usually)) (IN under) (NP (NN pressure))))))#
2062	recant	disavow	belief	(S1 (S (ADVP (RB formally)) (VP (VB reject) (CC or) (VB disavow) (NP (DT a) (ADJP (RB formerly) (VBN held)) (NN belief)) (, ,) (PP (ADVP (RB usually)) (IN under) (NP (NN pressure))))))#
2063	forswear	disavow	belief	(S1 (S (ADVP (RB formally)) (VP (VB reject) (CC or) (VB disavow) (NP (DT a) (ADJP (RB formerly) (VBN held)) (NN belief)) (, ,) (PP (ADVP (RB usually)) (IN under) (NP (NN pressure))))))#
2064	retract	disavow	belief	(S1 (S (ADVP (RB formally)) (VP (VB reject) (CC or) (VB disavow) (NP (DT a) (ADJP (RB formerly) (VBN held)) (NN belief)) (, ,) (PP (ADVP (RB usually)) (IN under) (NP (NN pressure))))))#
2065	resile	disavow	belief	(S1 (S (ADVP (RB formally)) (VP (VB reject) (CC or) (VB disavow) (NP (DT a) (ADJP (RB formerly) (VBN held)) (NN belief)) (, ,) (PP (ADVP (RB usually)) (IN under) (NP (NN pressure))))))#
2066	misstate	state	something	(S1 (S (VP (VB state) (NP (NN something)) (ADVP (RB incorrectly)))))#
2067	retreat	make	retreat	(S1 (S (VP (VB make) (NP (NP (DT a) (NN retreat)) (PP (IN from) (NP (DT an) (JJR earlier) (NN commitment) (CC or) (NN activity)))))))#
2068	crawfish	make	retreat	(S1 (S (VP (VB make) (NP (NP (DT a) (NN retreat)) (PP (IN from) (NP (DT an) (JJR earlier) (NN commitment) (CC or) (NN activity)))))))#
2069	withdraw	make	retreat	(S1 (S (VP (VB make) (NP (NP (DT a) (NN retreat)) (PP (IN from) (NP (DT an) (JJR earlier) (NN commitment) (CC or) (NN activity)))))))#
2070	renege	fulfill	promise	(S1 (S (VP (VBP fail) (S (VP (TO to) (VP (VB fulfill) (NP (DT a) (NN promise) (CC or) (NN obligation))))))))#
2071	permit	give	permission	(S1 (S (VP (VB consent) (S (VP (TO to) (VP (, ,) (VP (VB give) (NP (NN permission)))))))))#
2072	allow	give	permission	(S1 (S (VP (VB consent) (S (VP (TO to) (VP (, ,) (VP (VB give) (NP (NN permission)))))))))#
2073	let	give	permission	(S1 (S (VP (VB consent) (S (VP (TO to) (VP (, ,) (VP (VB give) (NP (NN permission)))))))))#
2074	countenance	give	permission	(S1 (S (VP (VB consent) (S (VP (TO to) (VP (, ,) (VP (VB give) (NP (NN permission)))))))))#
2075	allow	allow	presence	(S1 (S (VP (VP (VB allow) (NP (NP (DT the) (NN presence)) (PP (IN of)))) (CC or) (VP (VB allow) (-LRB- -LRB-) (NP (DT an) (NN activity)) (-RRB- -RRB-) (PP (IN without) (S (VP (VBG opposing) (CC or) (VBG prohibiting))))))))#
2076	permit	allow	presence	(S1 (S (VP (VP (VB allow) (NP (NP (DT the) (NN presence)) (PP (IN of)))) (CC or) (VP (VB allow) (-LRB- -LRB-) (NP (DT an) (NN activity)) (-RRB- -RRB-) (PP (IN without) (S (VP (VBG opposing) (CC or) (VBG prohibiting))))))))#
2077	tolerate	allow	presence	(S1 (S (VP (VP (VB allow) (NP (NP (DT the) (NN presence)) (PP (IN of)))) (CC or) (VP (VB allow) (-LRB- -LRB-) (NP (DT an) (NN activity)) (-RRB- -RRB-) (PP (IN without) (S (VP (VBG opposing) (CC or) (VBG prohibiting))))))))#
2078	authorize	grant	authorization	(S1 (S (VP (VB grant) (NP (NN authorization) (CC or) (NN clearance)) (PP (IN for)))))#
2079	authorise	grant	authorization	(S1 (S (VP (VB grant) (NP (NN authorization) (CC or) (NN clearance)) (PP (IN for)))))#
2080	pass	grant	authorization	(S1 (S (VP (VB grant) (NP (NN authorization) (CC or) (NN clearance)) (PP (IN for)))))#
2081	clear	grant	authorization	(S1 (S (VP (VB grant) (NP (NN authorization) (CC or) (NN clearance)) (PP (IN for)))))#
2082	assent	express	agreement	(S1 (S (VP (TO to) (VP (VB agree) (CC or) (VB express) (NP (NN agreement))))))#
2083	accede	express	agreement	(S1 (S (VP (TO to) (VP (VB agree) (CC or) (VB express) (NP (NN agreement))))))#
2084	acquiesce	express	agreement	(S1 (S (VP (TO to) (VP (VB agree) (CC or) (VB express) (NP (NN agreement))))))#
2085	dissent	withhold	assent	(S1 (S (VP (VB withhold) (NP (NN assent)))))#
2086	approve	give	sanction	(S1 (S (VP (VB give) (NP (NN sanction)) (PP (TO to)))))#
2087	O.K.	give	sanction	(S1 (S (VP (VB give) (NP (NN sanction)) (PP (TO to)))))#
2088	okay	give	sanction	(S1 (S (VP (VB give) (NP (NN sanction)) (PP (TO to)))))#
2089	sanction	give	sanction	(S1 (S (VP (VB give) (NP (NN sanction)) (PP (TO to)))))#
2090	sanction	give	sanction	(S1 (S (VP (VB give) (NP (JJ religious) (NN sanction)) (PP (TO to)) (, ,) (PP (JJ such) (PP (IN as) (PP (IN through) (PP (IN on) (NP (NN oath)))))))))#
2091	object	raise	objection	(S1 (S (VP (VP (VB express) (CC or) (VB raise) (NP (DT an) (NN objection))) (CC or) (VP (VB protest) (NP (CC or) (NP (NN criticism)) (CC or) (NP (JJ express) (NN dissent)))))))#
