ID	Word	W1	W2	DEF_SYNT
192	federalise	band	together	(S1 (S (VP (VP (VB unite) (PP (IN on) (NP (DT a) (JJ federal) (NN basis)))) (CC or) (VP (VB band) (ADVP (RB together)) (PP (IN as) (NP (DT a) (NN league)))))))#
193	preheat	heat	beforehand	(S1 (S (VP (VB heat) (ADVP (RB beforehand)))))#
194	quick-freeze	freeze	rapidly	(S1 (S (VP (VB freeze) (ADVP (RB rapidly)) (ADVP (RB so)) (SBAR (IN as) (S (VP (TO to) (VP (VB preserve) (NP (DT the) (JJ natural) (NNS juices) (CC and) (NNS flavors)))))))))#
195	flash-freeze	freeze	rapidly	(S1 (S (VP (VB freeze) (ADVP (RB rapidly)) (ADVP (RB so)) (SBAR (IN as) (S (VP (TO to) (VP (VB preserve) (NP (DT the) (JJ natural) (NNS juices) (CC and) (NNS flavors)))))))))#
196	singe	burn	superficially	(S1 (S (VP (VB burn) (ADVP (RB superficially) (CC or) (RB lightly)))))#
197	swinge	burn	superficially	(S1 (S (VP (VB burn) (ADVP (RB superficially) (CC or) (RB lightly)))))#
198	torch	burn	maliciously	(S1 (S (VP (VB burn) (ADVP (RB maliciously)) (, ,) (PP (IN as) (PP (IN by) (NP (NN arson)))))))#
199	char	burn	slightly	(S1 (S (VP (VB burn) (ADVP (RB slightly) (CC and) (RB superficially) (RB so)) (SBAR (IN as) (S (VP (TO to) (VP (VB affect) (NP (NN color)))))))))#
200	transfigure	change	completely	(S1 (S (VP (VB change) (ADVP (RB completely)) (NP (NP (DT the) (NN nature) (CC or) (NN appearance)) (PP (IN of))))))#
201	transmogrify	change	completely	(S1 (S (VP (VB change) (ADVP (RB completely)) (NP (NP (DT the) (NN nature) (CC or) (NN appearance)) (PP (IN of))))))#
202	invert	turn	inside	(S1 (S (VP (VB turn) (ADVP (RB inside)) (ADVP (RB out) (CC or) (RB upside) (RB down)))))#
203	desolate	ruin	utterly	(S1 (S (VP (VP (VB cause) (NP (JJ extensive) (NN destruction))) (CC or) (VP (VB ruin) (ADVP (RB utterly))))))#
204	ravage	ruin	utterly	(S1 (S (VP (VP (VB cause) (NP (JJ extensive) (NN destruction))) (CC or) (VP (VB ruin) (ADVP (RB utterly))))))#
205	scourge	ruin	utterly	(S1 (S (VP (VP (VB cause) (NP (JJ extensive) (NN destruction))) (CC or) (VP (VB ruin) (ADVP (RB utterly))))))#
206	enervate	weaken	mentally	(S1 (S (VP (VB weaken) (ADVP (RB mentally) (CC or) (RB morally)))))#
207	phase	adjust	so	(S1 (S (VP (VB adjust) (ADVP (RB so)) (SBAR (IN as) (S (VP (TO to) (VP (VB be) (PP (IN in) (NP (DT a) (VBN synchronized) (NN condition))))))))))#
208	conjugate	unite	chemically	(S1 (S (VP (VB unite) (ADVP (RB chemically)) (SBAR (IN so) (IN that) (S (NP (DT the) (NN product)) (VP (VBZ is) (VP (ADVP (RB easily)) (VBN broken) (PRT (RP down)) (PP (IN into) (NP (DT the) (JJ original) (NNS compounds))))))))))#
209	reintegrate	integrate	again	(S1 (S (VP (VB integrate) (ADVP (RB again)))))#
210	restructure	form	anew	(S1 (S (VP (VP (VB construct) (CC or) (VB form) (ADVP (RB anew))) (CC or) (VP (VB provide) (PP (IN with) (NP (DT a) (JJ new) (NN structure)))))))#
211	reconstitute	form	anew	(S1 (S (VP (VP (VB construct) (CC or) (VB form) (ADVP (RB anew))) (CC or) (VP (VB provide) (PP (IN with) (NP (DT a) (JJ new) (NN structure)))))))#
212	interlock	work	together	(S1 (S (VP (VB coordinate) (PP (IN in) (NP (NP (PDT such) (DT a) (NN way)) (SBAR (WHNP (WDT that)) (S (NP (DT all) (NNS parts)) (VP (VBP work) (ADVP (RB together)) (ADVP (RB effectively))))))))))#
213	mesh	work	together	(S1 (S (VP (VB coordinate) (PP (IN in) (NP (NP (PDT such) (DT a) (NN way)) (SBAR (WHNP (WDT that)) (S (NP (DT all) (NNS parts)) (VP (VBP work) (ADVP (RB together)) (ADVP (RB effectively))))))))))#
214	expatriate	move	away	(S1 (S (VP (VP (VB move) (ADVP (RB away) (PP (IN from) (NP (NP (CD one) (POS 's)) (JJ native) (NN country))))) (CC and) (VP (VB adopt) (NP (DT a) (JJ new) (NN residence)) (ADVP (RB abroad))))))#
215	even	make	even	(S1 (S (VP (VB make) (ADVP (RB even) (CC or) (ADVP (RBR more) (RB even))))))#
216	homologize	make	homologous	(S1 (S (VP (VB make) (ADVP (RB homologous)))))#
217	homologise	make	homologous	(S1 (S (VP (VB make) (ADVP (RB homologous)))))#
218	evanesce	disappear	gradually	(S1 (S (VP (VB disappear) (ADVP (RB gradually)))))#
219	fleet	disappear	gradually	(S1 (S (VP (VB disappear) (ADVP (RB gradually)))))#
220	peep	appear	as	(S1 (S (VP (VB appear) (ADVP (RB as) (RB though) (PP (IN from) (NP (NN hiding)))))))#
221	gleam	appear	briefly	(S1 (S (VP (VB appear) (ADVP (RB briefly)))))#
222	flash	appear	briefly	(S1 (S (VP (VB appear) (ADVP (RB briefly)))))#
223	resurface	appear	again	(S1 (S (VP (VB appear) (ADVP (RB again)))))#
224	reappear	appear	again	(S1 (S (VP (VB appear) (ADVP (RB again)))))#
225	re-emerge	appear	again	(S1 (S (VP (VB appear) (ADVP (RB again)))))#
226	slash	cut	drastically	(S1 (VP (VBN cut) (ADVP (RB drastically))))#
227	slump	fall	heavily	(S1 (S (S (VP (VB fall) (ADVP (RB heavily) (CC or) (RB suddenly)))) (: ;) (S (VP (VB decline) (ADVP (RB markedly))))))#
228	sink	fall	heavily	(S1 (S (S (VP (VB fall) (ADVP (RB heavily) (CC or) (RB suddenly)))) (: ;) (S (VP (VB decline) (ADVP (RB markedly))))))#
229	accelerate	move	faster	(S1 (S (VP (VB move) (ADVP (RBR faster)))))#
230	speed	move	faster	(S1 (S (VP (VB move) (ADVP (RBR faster)))))#
231	retard	move	more	(S1 (S (VP (VB cause) (S (VP (TO to) (VP (VP (VB move) (ADVP (RBR more) (RB slowly))) (CC or) (VP (VB operate) (PP (IN at) (NP (DT a) (JJR slower) (NN rate))))))))))#
232	slow	move	more	(S1 (S (S (VP (VB lose) (NP (NN velocity)))) (: ;) (S (VP (VB move) (ADVP (RBR more) (RB slowly))))))#
233	replenish	had	previously	(S1 (S (VP (VB fill) (NP (NP (NN something)) (SBAR (WHNP (WDT that)) (S (VP (VBD had) (ADVP (RB previously)) (VP (VBN been) (VP (VBN emptied))))))))))#
234	refill	had	previously	(S1 (S (VP (VB fill) (NP (NP (NN something)) (SBAR (WHNP (WDT that)) (S (VP (VBD had) (ADVP (RB previously)) (VP (VBN been) (VP (VBN emptied))))))))))#
235	louden	become	loud	(S1 (S (VP (VB cause) (S (VP (TO to) (VP (VB become) (ADVP (RB loud))))))))#
236	squelch	crush	completely	(S1 (S (VP (VB suppress) (CC or) (VB crush) (ADVP (RB completely)))))#
237	quell	crush	completely	(S1 (S (VP (VB suppress) (CC or) (VB crush) (ADVP (RB completely)))))#
238	align	arrange	so	(S1 (S (VP (VP (VB place) (PP (IN in) (NP (DT a) (NN line)))) (CC or) (VP (VB arrange) (ADVP (RB so)) (SBAR (IN as) (S (VP (TO to) (VP (VB be) (ADJP (JJ parallel) (CC or) (JJ straight))))))))))#
239	aline	arrange	so	(S1 (S (VP (VP (VB place) (PP (IN in) (NP (DT a) (NN line)))) (CC or) (VP (VB arrange) (ADVP (RB so)) (SBAR (IN as) (S (VP (TO to) (VP (VB be) (ADJP (JJ parallel) (CC or) (JJ straight))))))))))#
240	realign	align	anew	(S1 (S (VP (VB align) (ADVP (RB anew) (CC or) (RB better)))))#
241	realine	align	anew	(S1 (S (VP (VB align) (ADVP (RB anew) (CC or) (RB better)))))#
242	misalign	align	imperfectly	(S1 (S (VP (VB align) (ADVP (RB imperfectly) (CC or) (RB badly)))))#
243	re-incorporate	incorporate	again	(S1 (S (VP (VB incorporate) (ADVP (RB again) (CC or) (RB anew)))))#
244	automatize	operate	automatically	(S1 (S (VP (VP (VB make) (S (ADJP (JJ automatic)))) (CC or) (VP (VB control) (CC or) (VB operate) (ADVP (RB automatically))))))#
245	automatise	operate	automatically	(S1 (S (VP (VP (VB make) (S (ADJP (JJ automatic)))) (CC or) (VP (VB control) (CC or) (VB operate) (ADVP (RB automatically))))))#
246	automate	operate	automatically	(S1 (S (VP (VP (VB make) (S (ADJP (JJ automatic)))) (CC or) (VP (VB control) (CC or) (VB operate) (ADVP (RB automatically))))))#
247	seclude	keep	away	(S1 (S (VP (VB keep) (ADVP (RB away) (PP (IN from) (NP (NNS others)))))))#
248	preisolate	isolate	beforehand	(S1 (S (VP (VB isolate) (ADVP (RB beforehand)))))#
249	spume	become	bubbly	(S1 (S (VP (VP (VB make) (NP (NN froth) (CC or) (NN foam))) (CC and) (VP (VB become) (ADVP (RB bubbly))))))#
250	suds	become	bubbly	(S1 (S (VP (VP (VB make) (NP (NN froth) (CC or) (NN foam))) (CC and) (VP (VB become) (ADVP (RB bubbly))))))#
251	rerun	perform	again	(S1 (S (VP (VB cause) (S (VP (TO to) (VP (VB perform) (ADVP (RB again))))))))#
252	recharge	charge	anew	(S1 (S (VP (VB charge) (ADVP (RB anew)))))#
253	introvert	turn	inside	(S1 (S (VP (VB turn) (ADVP (RB inside)))))#
254	reheat	heat	again	(S1 (S (VP (VB heat) (ADVP (RB again)))))#
255	crescendo	grow	louder	(S1 (S (VP (VB grow) (ADVP (RBR louder)))))#
256	murder	alter	so	(S1 (S (VP (VB alter) (ADVP (RB so)) (SBAR (IN as) (S (VP (TO to) (VP (VB make) (NP (NN unrecognizable)))))))))#
257	leap	pass	abruptly	(S1 (S (VP (VB pass) (ADVP (RB abruptly)) (PP (IN from) (NP (CD one) (NN state) (CC or) (NN topic))) (PP (TO to) (NP (DT another))))))#
258	gradate	pass	imperceptibly	(S1 (S (VP (VB pass) (ADVP (RB imperceptibly)) (PP (IN from) (NP (NP (CD one) (NN degree)) (, ,) (NP (NN shade)) (, ,) (CC or) (NP (NP (NN tone)) (PP (IN into) (NP (DT another)))))))))#
259	relive	experience	again	(S1 (S (VP (VB experience) (ADVP (RB again)) (, ,) (ADVP (RB often)) (PP (IN in) (NP (DT the) (NN imagination))))))#
260	consume	engage	fully	(S1 (S (VP (VB engage) (ADVP (RB fully)))))#
261	retrain	train	again	(S1 (S (VP (VB train) (ADVP (RB again)))))#
262	housebreak	live	cleanly	(S1 (NP (NP (NN train)) (PRN (-LRB- -LRB-) (NP (DT a) (NN pet)) (-RRB- -RRB-)) (SBAR (S (VP (TO to) (VP (VB live) (ADVP (RB cleanly)) (PP (IN in) (NP (DT a) (NN house)))))))))#
263	house-train	live	cleanly	(S1 (NP (NP (NN train)) (PRN (-LRB- -LRB-) (NP (DT a) (NN pet)) (-RRB- -RRB-)) (SBAR (S (VP (TO to) (VP (VB live) (ADVP (RB cleanly)) (PP (IN in) (NP (DT a) (NN house)))))))))#
264	indoctrinate	teach	uncritically	(S1 (S (VP (VB teach) (NP (NNS doctrines)) (S (VP (TO to) (VP (: ;) (VB teach) (ADVP (RB uncritically))))))))#
265	brainwash	indoctrinate	forcibly	(S1 (S (S (VP (VB submit) (S (VP (TO to) (VP (VB brainwashing)))))) (: ;) (S (VP (VB indoctrinate) (ADVP (RB forcibly))))))#
266	drum	study	intensively	(S1 (S (VP (VB study) (ADVP (RB intensively)) (, ,) (SBAR (IN as) (S (PP (IN before) (NP (DT an) (NN exam))))))))#
267	swot	study	intensively	(S1 (S (VP (VB study) (ADVP (RB intensively)) (, ,) (SBAR (IN as) (S (PP (IN before) (NP (DT an) (NN exam))))))))#
268	nag	urge	constantly	(S1 (S (VP (VP (VB remind)) (CC or) (VP (VB urge) (ADVP (RB constantly))))))#
269	monumentalize	memorialize	lastingly	(S1 (S (VP (VB record) (CC or) (VB memorialize) (ADVP (RB lastingly)) (PP (IN with) (NP (DT a) (NN monument))))))#
270	monumentalise	memorialize	lastingly	(S1 (S (VP (VB record) (CC or) (VB memorialize) (ADVP (RB lastingly)) (PP (IN with) (NP (DT a) (NN monument))))))#
271	misremember	remember	incorrectly	(S1 (S (VP (VB remember) (ADVP (RB incorrectly)))))#
272	misidentify	identify	incorrectly	(S1 (S (VP (VB identify) (ADVP (RB incorrectly)))))#
273	throw	think	clearly	(S1 (S (VP (VB be) (ADJP (JJ confusing) (CC or) (JJ perplexing)) (S (VP (TO to) (VP (: ;) (VB cause) (S (VP (TO to) (VP (VB be) (ADJP (JJ unable) (S (VP (TO to) (VP (VB think) (ADVP (RB clearly)))))))))))))))#
274	befuddle	think	clearly	(S1 (S (VP (VB be) (ADJP (JJ confusing) (CC or) (JJ perplexing)) (S (VP (TO to) (VP (: ;) (VB cause) (S (VP (TO to) (VP (VB be) (ADJP (JJ unable) (S (VP (TO to) (VP (VB think) (ADVP (RB clearly)))))))))))))))#
275	fuddle	think	clearly	(S1 (S (VP (VB be) (ADJP (JJ confusing) (CC or) (JJ perplexing)) (S (VP (TO to) (VP (: ;) (VB cause) (S (VP (TO to) (VP (VB be) (ADJP (JJ unable) (S (VP (TO to) (VP (VB think) (ADVP (RB clearly)))))))))))))))#
276	bedevil	think	clearly	(S1 (S (VP (VB be) (ADJP (JJ confusing) (CC or) (JJ perplexing)) (S (VP (TO to) (VP (: ;) (VB cause) (S (VP (TO to) (VP (VB be) (ADJP (JJ unable) (S (VP (TO to) (VP (VB think) (ADVP (RB clearly)))))))))))))))#
277	discombobulate	think	clearly	(S1 (S (VP (VB be) (ADJP (JJ confusing) (CC or) (JJ perplexing)) (S (VP (TO to) (VP (: ;) (VB cause) (S (VP (TO to) (VP (VB be) (ADJP (JJ unable) (S (VP (TO to) (VP (VB think) (ADVP (RB clearly)))))))))))))))#
278	misread	interpret	wrongly	(S1 (S (VP (VB interpret) (ADVP (RB wrongly)))))#
279	reread	read	anew	(S1 (S (S (VP (VB read) (ADVP (RB anew)))) (: ;) (S (VP (VB read) (ADVP (RB again))))))#
280	numerate	read	out	(S1 (S (VP (VB read) (ADVP (RB out) (RB loud)) (SBAR (IN as) (S (VP (NNS words) (NP (VBN written) (NNS numbers))))))))#
281	brainstorm	thinking	intensely	(S1 (S (VP (VB try) (S (VP (TO to) (VP (VB solve) (NP (DT a) (NN problem)) (PP (IN by) (S (VP (VBG thinking) (ADVP (RB intensely)) (PP (IN about) (NP (PRP it))))))))))))#
282	meditate	reflect	deeply	(S1 (S (VP (VB reflect) (ADVP (RB deeply)) (PP (IN on) (NP (DT a) (NN subject))))))#
283	ponder	reflect	deeply	(S1 (S (VP (VB reflect) (ADVP (RB deeply)) (PP (IN on) (NP (DT a) (NN subject))))))#
284	excogitate	reflect	deeply	(S1 (S (VP (VB reflect) (ADVP (RB deeply)) (PP (IN on) (NP (DT a) (NN subject))))))#
285	contemplate	reflect	deeply	(S1 (S (VP (VB reflect) (ADVP (RB deeply)) (PP (IN on) (NP (DT a) (NN subject))))))#
286	muse	reflect	deeply	(S1 (S (VP (VB reflect) (ADVP (RB deeply)) (PP (IN on) (NP (DT a) (NN subject))))))#
287	reflect	reflect	deeply	(S1 (S (VP (VB reflect) (ADVP (RB deeply)) (PP (IN on) (NP (DT a) (NN subject))))))#
288	mull	reflect	deeply	(S1 (S (VP (VB reflect) (ADVP (RB deeply)) (PP (IN on) (NP (DT a) (NN subject))))))#
289	ruminate	reflect	deeply	(S1 (S (VP (VB reflect) (ADVP (RB deeply)) (PP (IN on) (NP (DT a) (NN subject))))))#
290	speculate	reflect	deeply	(S1 (S (VP (VB reflect) (ADVP (RB deeply)) (PP (IN on) (NP (DT a) (NN subject))))))#
291	reason	think	logically	(S1 (S (VP (VBP think) (ADVP (RB logically)))))#
292	ratiocinate	reason	methodologically	(S1 (S (VP (VB reason) (ADVP (RB methodologically) (CC and) (RB logically)))))#
293	theorise	believe	especially	(S1 (S (TO to) (VP (VBP believe) (ADVP (RB especially)) (PP (IN on) (NP (ADJP (JJ uncertain) (CC or) (JJ tentative)) (NNS grounds))))))#
294	conjecture	believe	especially	(S1 (S (TO to) (VP (VBP believe) (ADVP (RB especially)) (PP (IN on) (NP (ADJP (JJ uncertain) (CC or) (JJ tentative)) (NNS grounds))))))#
295	hypothesize	believe	especially	(S1 (S (TO to) (VP (VBP believe) (ADVP (RB especially)) (PP (IN on) (NP (ADJP (JJ uncertain) (CC or) (JJ tentative)) (NNS grounds))))))#
296	hypothesise	believe	especially	(S1 (S (TO to) (VP (VBP believe) (ADVP (RB especially)) (PP (IN on) (NP (ADJP (JJ uncertain) (CC or) (JJ tentative)) (NNS grounds))))))#
297	hypothecate	believe	especially	(S1 (S (TO to) (VP (VBP believe) (ADVP (RB especially)) (PP (IN on) (NP (ADJP (JJ uncertain) (CC or) (JJ tentative)) (NNS grounds))))))#
298	prorate	assess	proportionally	(S1 (S (VP (VB divide) (CC or) (VB assess) (ADVP (RB proportionally)))))#
299	miscalculate	calculate	incorrectly	(S1 (S (VP (VB calculate) (ADVP (RB incorrectly)))))#
300	misestimate	calculate	incorrectly	(S1 (S (VP (VB calculate) (ADVP (RB incorrectly)))))#
301	recalculate	calculate	anew	(S1 (S (VP (VB calculate) (ADVP (RB anew)))))#
302	parse	analyze	syntactically	(S1 (S (VP (VB analyze) (ADVP (RB syntactically)) (PP (IN by) (S (VP (VBG assigning) (NP (DT a) (JJ constituent) (NN structure)) (PP (TO to) (NP (-LRB- -LRB-) (NP (DT a) (NN sentence)) (-RRB- -RRB-)))))))))#
303	synthesize	combine	so	(S1 (S (VP (VB combine) (ADVP (RB so)) (SBAR (IN as) (S (VP (TO to) (VP (VB form) (NP (DT a) (ADJP (RBR more) (JJ complex)) (, ,) (NN product)))))))))#
304	synthesise	combine	so	(S1 (S (VP (VB combine) (ADVP (RB so)) (SBAR (IN as) (S (VP (TO to) (VP (VB form) (NP (DT a) (ADJP (RBR more) (JJ complex)) (, ,) (NN product)))))))))#
305	re-explore	explore	anew	(S1 (S (VP (VB explore) (ADVP (RB anew)))))#
306	reconsider	consider	again	(S1 (S (S (VP (VB consider) (ADVP (RB again)))) (: ;) (S (VP (VB give) (NP (JJ new) (NN consideration)) (PP (TO to) (PRN (: ;) (ADVP (RB usually)) (PP (IN with) (NP (NP (DT a) (NN view)) (PP (TO to) (NP (NN changing)))))))))))#
307	reclassify	classify	anew	(S1 (S (VP (VP (VB classify) (ADVP (RB anew))) (, ,) (VP (VB change) (NP (DT the) (JJ previous) (NN classification))))))#
308	collate	compare	critically	(S1 (S (VP (VB compare) (ADVP (RB critically)) (: ;) (PP (IN of) (NP (NNS texts))))))#
309	double-check	check	once	(S1 (S (VP (VB check) (ADVP (RB once) (RBR more)) (S (VP (TO to) (VP (VB be) (ADJP (RB absolutely) (JJ sure))))))))#
310	misjudge	judge	incorrectly	(S1 (S (VP (VB judge) (ADVP (RB incorrectly)))))#
311	estimate	judge	tentatively	(S1 (S (VP (VP (VB judge) (ADVP (RB tentatively))) (CC or) (VP (VB form) (NP (NP (DT an) (NN estimate)) (PP (IN of) (NP (-LRB- -LRB-) (NP (NNS quantities) (CC or) (NN time)) (-RRB- -RRB-))))))))#
312	approximate	judge	tentatively	(S1 (S (VP (VP (VB judge) (ADVP (RB tentatively))) (CC or) (VP (VB form) (NP (NP (DT an) (NN estimate)) (PP (IN of) (NP (-LRB- -LRB-) (NP (NNS quantities) (CC or) (NN time)) (-RRB- -RRB-))))))))#
313	approve	think	well	(S1 (S (S (VP (VB judge) (S (VP (TO to) (VP (VB be) (ADJP (JJ right) (CC or) (JJ commendable))))))) (: ;) (S (VP (VB think) (ADVP (RB well)) (PP (IN of))))))#
314	rubberstamp	approve	automatically	(S1 (S (VP (VB approve) (ADVP (RB automatically)))))#
315	hand-pick	pick	personally	(S1 (S (VP (VB pick) (ADVP (RB personally) (CC and) (RB very) (RB carefully)))))#
316	prejudge	judge	beforehand	(S1 (S (VP (VB judge) (ADVP (RB beforehand)) (, ,) (PP (ADVP (RB especially)) (IN without) (NP (JJ sufficient) (NN evidence))))))#
317	reappraise	appraise	anew	(S1 (S (VP (VB appraise) (ADVP (RB anew)))))#
318	abstract	consider	abstractly	(S1 (S (S (VP (VB consider) (NP (DT a) (NN concept)) (PP (IN without) (S (VP (VBG thinking) (PP (IN of) (NP (DT a) (JJ specific) (NN example)))))))) (: ;) (S (VP (VB consider) (ADVP (RB abstractly) (CC or) (RB theoretically))))))#
319	respect	regard	highly	(S1 (S (S (VP (VB regard) (ADVP (RB highly)))) (: ;) (S (VP (VB think) (NP (JJ much)) (PP (IN of))))))#
320	prize	regard	highly	(S1 (S (S (VP (VB regard) (ADVP (RB highly)))) (: ;) (S (VP (VB think) (NP (JJ much)) (PP (IN of))))))#
321	prise	regard	highly	(S1 (S (S (VP (VB regard) (ADVP (RB highly)))) (: ;) (S (VP (VB think) (NP (JJ much)) (PP (IN of))))))#
322	review	examine	again	(S1 (S (S (VP (VB look) (PP (IN at) (ADVP (RB again))))) (: ;) (S (VP (VB examine) (ADVP (RB again))))))#
323	reexamine	examine	again	(S1 (S (S (VP (VB look) (PP (IN at) (ADVP (RB again))))) (: ;) (S (VP (VB examine) (ADVP (RB again))))))#
324	scrutinize	examine	carefully	(S1 (S (VP (VB examine) (ADVP (RB carefully)) (PP (IN for) (NP (NP (NN accuracy)) (PP (IN with) (NP (NP (DT the) (NN intent)) (PP (IN of) (NP (NN verification))))))))))#
325	scrutinise	examine	carefully	(S1 (S (VP (VB examine) (ADVP (RB carefully)) (PP (IN for) (NP (NP (NN accuracy)) (PP (IN with) (NP (NP (DT the) (NN intent)) (PP (IN of) (NP (NN verification))))))))))#
326	inspect	examine	carefully	(S1 (S (VP (VB examine) (ADVP (RB carefully)) (PP (IN for) (NP (NP (NN accuracy)) (PP (IN with) (NP (NP (DT the) (NN intent)) (PP (IN of) (NP (NN verification))))))))))#
327	screen	examine	methodically	(S1 (S (VP (VB examine) (ADVP (RB methodically)))))#
328	seal	decide	irrevocably	(S1 (S (VP (VB decide) (ADVP (RB irrevocably)))))#
329	adjudicate	settle	conclusively	(S1 (S (S (VP (VB bring) (PP (TO to) (NP (DT an) (NN end))))) (: ;) (S (VP (VB settle) (ADVP (RB conclusively))))))#
330	miscreate	make	badly	(S1 (S (VP (VP (VB shape) (CC or) (VB form)) (CC or) (VP (VB make) (ADVP (RB badly))))))#
331	reshape	shape	anew	(S1 (S (VP (VB shape) (ADVP (RB anew) (CC or) (RB differently)))))#
332	predestine	determine	beforehand	(S1 (S (VP (VP (VB foreordain)) (CC or) (VP (VB determine) (ADVP (RB beforehand))))))#
333	foreordain	determine	beforehand	(S1 (S (VP (VP (VB foreordain)) (CC or) (VP (VB determine) (ADVP (RB beforehand))))))#
334	preordain	determine	beforehand	(S1 (S (VP (VP (VB foreordain)) (CC or) (VP (VB determine) (ADVP (RB beforehand))))))#
335	dwell	think	moodily	(S1 (S (VP (VB think) (ADVP (RB moodily) (CC or) (RB anxiously)) (PP (IN about) (NP (NN something))))))#
336	conspire	swear	together	(S1 (S (VP (VP (VB engage) (PP (IN in) (NP (VBG plotting)))) (CC or) (VP (VB enter) (PP (IN into) (NP (DT a) (NN conspiracy)))) (, ,) (VP (VB swear) (ADVP (RB together))))))#
337	cabal	swear	together	(S1 (S (VP (VP (VB engage) (PP (IN in) (NP (VBG plotting)))) (CC or) (VP (VB enter) (PP (IN into) (NP (DT a) (NN conspiracy)))) (, ,) (VP (VB swear) (ADVP (RB together))))))#
338	complot	swear	together	(S1 (S (VP (VP (VB engage) (PP (IN in) (NP (VBG plotting)))) (CC or) (VP (VB enter) (PP (IN into) (NP (DT a) (NN conspiracy)))) (, ,) (VP (VB swear) (ADVP (RB together))))))#
339	conjure	swear	together	(S1 (S (VP (VP (VB engage) (PP (IN in) (NP (VBG plotting)))) (CC or) (VP (VB enter) (PP (IN into) (NP (DT a) (NN conspiracy)))) (, ,) (VP (VB swear) (ADVP (RB together))))))#
340	machinate	swear	together	(S1 (S (VP (VP (VB engage) (PP (IN in) (NP (VBG plotting)))) (CC or) (VP (VB enter) (PP (IN into) (NP (DT a) (NN conspiracy)))) (, ,) (VP (VB swear) (ADVP (RB together))))))#
341	coconspire	conspire	together	(S1 (S (VP (VBP conspire) (ADVP (RB together)))))#
342	dally	consider	not	(S1 (S (VP (VB consider) (ADVP (RB not) (RB very) (RB seriously)))))#
343	trifle	consider	not	(S1 (S (VP (VB consider) (ADVP (RB not) (RB very) (RB seriously)))))#
344	await	look	forward	(S1 (S (VP (VBP look) (ADVP (RB forward)) (PP (TO to) (NP (NP (DT the) (JJ probable) (NN occurrence)) (PP (IN of)))))))#
345	wait	look	forward	(S1 (S (VP (VBP look) (ADVP (RB forward)) (PP (TO to) (NP (NP (DT the) (JJ probable) (NN occurrence)) (PP (IN of)))))))#
346	previse	realize	beforehand	(S1 (S (VP (VB realize) (ADVP (RB beforehand)))))#
347	foreknow	realize	beforehand	(S1 (S (VP (VB realize) (ADVP (RB beforehand)))))#
348	foresee	realize	beforehand	(S1 (S (VP (VB realize) (ADVP (RB beforehand)))))#
349	plant	put	firmly	(S1 (S (VP (VBD put) (ADVP (RB firmly)) (PP (IN in) (NP (DT the) (NN mind))))))#
350	implant	put	firmly	(S1 (S (VP (VBD put) (ADVP (RB firmly)) (PP (IN in) (NP (DT the) (NN mind))))))#
351	re-create	form	anew	(S1 (S (S (VP (VB form) (ADVP (RB anew)) (PP (IN in) (NP (DT the) (NN imagination))))) (: ;) (S (VP (VP (VB recollect)) (CC and) (VP (VB re-form) (PP (IN in) (NP (DT the) (NN mind))))))))#
352	yak	talk	profusely	(S1 (S (VP (VB talk) (ADVP (RB profusely)))))#
353	gab	talk	profusely	(S1 (S (VP (VB talk) (ADVP (RB profusely)))))#
354	relay	pass	along	(S1 (S (VP (VB pass) (ADVP (RB along)))))#
355	clamp	inflict	forcefully	(S1 (S (VP (VP (VB impose)) (CC or) (VP (VB inflict) (ADVP (RB forcefully))))))#
356	demand	request	urgently	(S1 (S (VP (VB request) (ADVP (RB urgently) (CC and) (RB forcefully)))))#
357	adjure	command	solemnly	(S1 (S (VP (VB command) (ADVP (RB solemnly)))))#
358	appeal	request	earnestly	(S1 (S (S (VP (VB request) (ADVP (RB earnestly)) (PRN (-LRB- -LRB-) (NP (NP (NN something)) (PP (IN from) (NP (NN somebody)))) (-RRB- -RRB-)))) (: ;) (S (VP (VB ask) (PP (IN for) (NP (NN aid) (CC or) (NN protection)))))))#
359	invoke	request	earnestly	(S1 (S (S (VP (VB request) (ADVP (RB earnestly)) (PRN (-LRB- -LRB-) (NP (NP (NN something)) (PP (IN from) (NP (NN somebody)))) (-RRB- -RRB-)))) (: ;) (S (VP (VB ask) (PP (IN for) (NP (NN aid) (CC or) (NN protection)))))))#
360	supplicate	ask	humbly	(S1 (S (VP (VB ask) (ADVP (RB humbly)) (PRN (-LRB- -LRB-) (PP (IN for) (NP (NN something))) (-RRB- -RRB-)))))#
361	plead	request	earnestly	(S1 (S (VP (VP (VB appeal)) (CC or) (VP (VB request) (ADVP (RB earnestly))))))#
362	bid	request	earnestly	(S1 (S (VP (VP (VB ask) (PP (IN for))) (CC or) (VP (VB request) (ADVP (RB earnestly))))))#
363	beseech	request	earnestly	(S1 (S (VP (VP (VB ask) (PP (IN for))) (CC or) (VP (VB request) (ADVP (RB earnestly))))))#
364	entreat	request	earnestly	(S1 (S (VP (VP (VB ask) (PP (IN for))) (CC or) (VP (VB request) (ADVP (RB earnestly))))))#
365	press	request	earnestly	(S1 (S (VP (VP (VB ask) (PP (IN for))) (CC or) (VP (VB request) (ADVP (RB earnestly))))))#
