ID	Word	W1	W2	DEF_SYNT
673	quick-freeze	preserve	juices	(S1 (S (VP (VB freeze) (ADVP (RB rapidly)) (ADVP (RB so)) (SBAR (IN as) (S (VP (TO to) (VP (VB preserve) (NP (DT the) (JJ natural) (NNS juices) (CC and) (NNS flavors)))))))))#
674	flash-freeze	preserve	juices	(S1 (S (VP (VB freeze) (ADVP (RB rapidly)) (ADVP (RB so)) (SBAR (IN as) (S (VP (TO to) (VP (VB preserve) (NP (DT the) (JJ natural) (NNS juices) (CC and) (NNS flavors)))))))))#
675	deliquesce	become	liquid	(S1 (S (VP (VB melt) (CC or) (VB become) (NP (NN liquid)) (PP (IN by) (S (VP (VBG absorbing) (NP (NN moisture)) (PP (IN from) (NP (DT the) (NN air)))))))))#
676	combust	undergo	combustion	(S1 (S (VP (VB undergo) (NP (NN combustion)))))#
677	incinerate	undergo	combustion	(S1 (S (VP (VB cause) (S (VP (TO to) (VP (VB undergo) (NP (NN combustion))))))))#
678	backfire	set	fire	(S1 (S (VP (VB set) (NP (NP (DT a) (JJ controlled) (NN fire)) (SBAR (S (VP (TO to) (VP (VB halt) (NP (NP (DT an) (VBG advancing) (NN forest)) (SBAR (S (VP (TO to) (VP (VB prairie) (NP (NN fire)))))))))))))))#
679	char	affect	color	(S1 (S (VP (VB burn) (ADVP (RB slightly) (CC and) (RB superficially) (RB so)) (SBAR (IN as) (S (VP (TO to) (VP (VB affect) (NP (NN color)))))))))#
680	shift	make	shift	(S1 (S (S (VP (VB make) (NP (DT a) (NN shift)) (ADVP (IN in) (CC or) (NN exchange) (IN of)))) (: ;) (RB then) (S (NP (PRP we)) (VP (VBD switched))) ('' '')))#
681	permute	change	order	(S1 (S (VP (VB change) (NP (NP (DT the) (NN order) (CC or) (NN arrangement)) (PP (IN of))))))#
682	map	establish	mapping	(S1 (S (VP (TO to) (VP (VB establish) (NP (NP (DT a) (NN mapping)) (PRN (-LRB- -LRB-) (PP (IN of) (NP (JJ mathematical) (NNS elements) (CC or) (NNS sets))) (-RRB- -RRB-)))))))#
683	represent	establish	mapping	(S1 (S (VP (TO to) (VP (VB establish) (NP (NP (DT a) (NN mapping)) (PRN (-LRB- -LRB-) (PP (IN of) (NP (JJ mathematical) (NNS elements) (CC or) (NNS sets))) (-RRB- -RRB-)))))))#
684	flour	convert	grain	(S1 (S (VP (VB convert) (NP (NN grain)) (PP (IN into) (NP (NN flour))))))#
685	moralize	improve	morals	(S1 (S (VP (VB improve) (NP (NP (DT the) (NNS morals)) (PP (IN of))))))#
686	moralise	improve	morals	(S1 (S (VP (VB improve) (NP (NP (DT the) (NNS morals)) (PP (IN of))))))#
687	catholicize	adopt	Catholicism	(S1 (S (VP (VB cause) (S (VP (TO to) (VP (VB adopt) (NP (NN Catholicism))))))))#
688	catholicise	adopt	Catholicism	(S1 (S (VP (VB cause) (S (VP (TO to) (VP (VB adopt) (NP (NN Catholicism))))))))#
689	latinize	adopt	Catholicism	(S1 (S (VP (VB cause) (S (VP (TO to) (VP (VB adopt) (NP (NN Catholicism))))))))#
690	latinise	adopt	Catholicism	(S1 (S (VP (VB cause) (S (VP (TO to) (VP (VB adopt) (NP (NN Catholicism))))))))#
691	desolate	cause	destruction	(S1 (S (VP (VP (VB cause) (NP (JJ extensive) (NN destruction))) (CC or) (VP (VB ruin) (ADVP (RB utterly))))))#
692	ravage	cause	destruction	(S1 (S (VP (VP (VB cause) (NP (JJ extensive) (NN destruction))) (CC or) (VP (VB ruin) (ADVP (RB utterly))))))#
693	scourge	cause	destruction	(S1 (S (VP (VP (VB cause) (NP (JJ extensive) (NN destruction))) (CC or) (VP (VB ruin) (ADVP (RB utterly))))))#
694	harry	make	raid	(S1 (S (S (VP (VB make) (NP (DT a) (ADJP (JJ pillaging) (CC or) (JJ destructive)) (NN raid)) (PP (IN on) (NP (-LRB- -LRB-) (NP (DT a) (NN place)) (-RRB- -RRB-))))) (, ,) (PP (IN as) (PP (IN in) (NP (NNS wartimes))))))#
695	flatten	lower	pitch	(S1 (S (VP (VB lower) (NP (NP (DT the) (NN pitch)) (PP (IN of) (NP (-LRB- -LRB-) (NP (JJ musical) (NNS notes)) (-RRB- -RRB-)))))))#
696	alloy	make	alloy	(S1 (S (VP (VB make) (NP (NP (DT an) (NN alloy)) (PP (IN of))))))#
697	disintegrate	lose	cohesion	(S1 (S (VP (VP (VB break) (PP (IN into) (NP (NNS parts) (CC or) (NNS components)))) (CC or) (VP (VB lose) (NP (NP (NN cohesion)) (CC or) (NP (NN unity)))))))#
698	fold	incorporate	food	(S1 (S (VP (VB incorporate) (NP (DT a) (NN food) (NN ingredient)) (PP (IN into) (NP (DT a) (NN mixture))) (PP (IN by) (S (ADVP (RB repeatedly)) (VP (VBG turning) (NP (PRP it)) (PRT (RP over)) (PP (IN without) (S (VP (VBG stirring) (CC or) (VBG beating))))))))))#
699	pressurize	increase	pressure	(S1 (S (VP (VB increase) (NP (NP (DT the) (NN pressure)) (PP (PP (IN in)) (CC or) (PP (IN of)))))))#
700	pressurise	increase	pressure	(S1 (S (VP (VB increase) (NP (NP (DT the) (NN pressure)) (PP (PP (IN in)) (CC or) (PP (IN of)))))))#
701	supercharge	increase	pressure	(S1 (S (VP (VB increase) (NP (NP (DT the) (NN pressure)) (PP (IN on) (NP (DT a) (NN gas) (CC or) (NN liquid)))))))#
702	depressurize	decrease	pressure	(S1 (S (VP (VB decrease) (NP (NP (DT the) (NN pressure)) (PP (IN of))))))#
703	depressurise	decrease	pressure	(S1 (S (VP (VB decrease) (NP (NP (DT the) (NN pressure)) (PP (IN of))))))#
704	structure	give	structure	(S1 (S (VP (VB give) (NP (DT a) (NN structure)) (PP (TO to)))))#
705	organize	bring	order	(S1 (S (VP (VBP bring) (NP (NN order) (CC and) (NN organization)) (PP (TO to)))))#
706	organise	bring	order	(S1 (S (VP (VBP bring) (NP (NN order) (CC and) (NN organization)) (PP (TO to)))))#
707	coordinate	bring	order	(S1 (S (VP (VBP bring) (NP (NN order) (CC and) (NN organization)) (PP (TO to)))))#
708	provide	take	measures	(S1 (S (VP (VB take) (NP (NNS measures)) (PP (IN in) (NP (NP (NN preparation)) (PP (IN for)))))))#
709	bolshevize	make	Communist	(S1 (S (VP (VP (VB make) (NP (NNP Communist))) (CC or) (VP (VB bring) (PRT (RP in)) (NP (NP (NN accord)) (PP (IN with) (NP (NNP Communist) (NNS principles))))))))#
710	bolshevise	make	Communist	(S1 (S (VP (VP (VB make) (NP (NNP Communist))) (CC or) (VP (VB bring) (PRT (RP in)) (NP (NP (NN accord)) (PP (IN with) (NP (NNP Communist) (NNS principles))))))))#
711	Americanize	become	American	(S1 (S (VP (VB become) (NP (NNP American)) (PP (IN in) (NP (NN character))))))#
712	Americanise	become	American	(S1 (S (VP (VB become) (NP (NNP American)) (PP (IN in) (NP (NN character))))))#
713	bestialize	give	qualities	(S1 (S (S (VP (VB make) (S (ADJP (JJ brutal) (CC and) (JJ depraved))))) (: ;) (S (VP (VB give) (NP (JJ animal-like) (NNS qualities)) (PP (TO to))))))#
714	bestialise	give	qualities	(S1 (S (S (VP (VB make) (S (ADJP (JJ brutal) (CC and) (JJ depraved))))) (: ;) (S (VP (VB give) (NP (JJ animal-like) (NNS qualities)) (PP (TO to))))))#
715	Frenchify	become	French	(S1 (S (VP (VB become) (NP (NNP French)) (PP (IN in) (NP (NN appearance) (CC or) (NN character))))))#
716	colonize	establish	colony	(S1 (S (VP (VP (VB settle) (PP (IN as) (NP (NNS colonists)))) (CC or) (VP (VB establish) (NP (NP (DT a) (NN colony)) (PRN (-LRB- -LRB-) (IN in) (-RRB- -RRB-)))))))#
717	colonise	establish	colony	(S1 (S (VP (VP (VB settle) (PP (IN as) (NP (NNS colonists)))) (CC or) (VP (VB establish) (NP (NP (DT a) (NN colony)) (PRN (-LRB- -LRB-) (IN in) (-RRB- -RRB-)))))))#
718	homestead	settle	land	(S1 (S (VP (VP (VB settle) (NP (NP (NN land)) (VP (VBN given) (PP (IN by) (NP (DT the) (NN government)))))) (CC and) (VP (VB occupy) (NP (PRP it)) (PP (IN as) (NP (DT a) (NNP homestead)))))))#
719	emigrate	leave	country	(S1 (S (VP (VB leave) (NP (NP (NP (CD one) (POS 's)) (NN country)) (PP (IN of) (NP (NN residence)))) (PP (IN for) (NP (DT a) (JJ new) (CD one))))))#
720	expatriate	adopt	residence	(S1 (S (VP (VP (VB move) (ADVP (RB away) (PP (IN from) (NP (NP (CD one) (POS 's)) (JJ native) (NN country))))) (CC and) (VP (VB adopt) (NP (DT a) (JJ new) (NN residence)) (ADVP (RB abroad))))))#
721	transitivize	make	transitive	(S1 (S (VP (VB make) (NP (NN transitive)))))#
722	transitivise	make	transitive	(S1 (S (VP (VB make) (NP (NN transitive)))))#
723	slacken	make	slack	(S1 (S (VP (VB make) (NP (NN slack)) (PP (IN as) (PP (IN by) (S (VP (VBG lessening) (NP (NN tension) (CC or) (NN firmness)))))))))#
724	manifest	reveal	presence	(S1 (S (VP (VP (VB reveal) (NP (PRP$ its) (NN presence))) (CC or) (VP (VB make) (NP (DT an) (NN appearance))))))#
725	surface	make	showing	(S1 (S (S (VP (VP (VB appear)) (CC or) (VP (VB become) (ADJP (JJ visible))))) (: ;) (S (VP (VB make) (NP (DT a) (NN showing))))))#
726	hedge	minimize	loss	(S1 (S (VP (VB minimize) (NP (NN loss) (CC or) (NN risk)))))#
727	spill	reduce	pressure	(S1 (S (VP (VB reduce) (NP (NP (DT the) (NN pressure)) (PP (IN of) (NP (NN wind))) (PP (IN on) (NP (-LRB- -LRB-) (NP (DT a) (NN sail)) (-RRB- -RRB-)))))))#
728	retrench	make	reduction	(S1 (S (S (VP (VB make) (NP (DT a) (NN reduction)))) (, ,) (PP (IN as) (PP (IN in) (NP (NP (CD one) (POS 's)) (NN workforce))))))#
729	yield	end	resistance	(S1 (S (VP (VB end) (NP (NN resistance)) (, ,) (PP (IN as) (PP (IN under) (NP (NN pressure) (CC or) (NN force)))))))#
730	diversify	spread	risk	(S1 (S (VP (VB vary) (SBAR (IN in) (NN order) (S (VP (VP (TO to) (VP (VB spread) (NP (NN risk)))) (CC or) (VP (TO to) (VP (VB expand)))))))))#
731	decelerate	reduce	speed	(S1 (S (VP (VB reduce) (NP (NP (DT the) (NN speed)) (PP (IN of))))))#
732	fishtail	moving	tail	(S1 (S (VP (VB slow) (PRT (RP down)) (PP (IN by) (S (VP (VBG moving) (NP (DT the) (NN tail)) (ADVP (RB sideways))))))))#
733	rev	increase	number	(S1 (S (VP (VB increase) (NP (NP (DT the) (NN number)) (PP (IN of) (NP (NP (NNS rotations)) (PP (IN per) (NP (NN minute)))))))))#
734	slow	lose	velocity	(S1 (S (S (VP (VB lose) (NP (NN velocity)))) (: ;) (S (VP (VB move) (ADVP (RBR more) (RB slowly))))))#
735	delay	slow	growth	(S1 (S (VP (VB slow) (NP (NP (DT the) (NN growth) (CC or) (NN development)) (PP (IN of))))))#
736	belittle	lessen	authority	(S1 (S (VP (VB lessen) (NP (NP (DT the) (NN authority)) (, ,) (NP (NN dignity)) (, ,) (CC or) (NP (NP (NN reputation)) (PP (IN of)))))))#
737	jell	become	gelatinous	(S1 (S (VP (VB become) (NP (NN gelatinous)))))#
738	congeal	become	gelatinous	(S1 (S (VP (VB become) (NP (NN gelatinous)))))#
739	solvate	undergo	solvation	(S1 (S (VP (VP (VB undergo) (NP (NN solvation))) (CC or) (VP (VB convert) (PP (IN into) (NP (DT a) (NN solvate)))))))#
740	react	undergo	reaction	(S1 (S (S (VP (VBP undergo) (NP (DT a) (JJ chemical) (NN reaction)))) (: ;) (S (VP (VBP react) (PP (IN with) (NP (NP (DT another) (NN substance)) (PP (IN under) (NP (JJ certain) (NNS conditions)))))))))#
741	etch	dissolve	surface	(S1 (S (VP (ADVP (RB selectively)) (VB dissolve) (NP (NP (DT the) (NN surface)) (PP (IN of) (S (VP (PRN (-LRB- -LRB-) (NP (DT a) (NN semiconductor) (CC or) (VBN printed) (NN circuit)) (-RRB- -RRB-)) (PP (IN with) (NP (NP (DT a) (JJ solvent) (, ,) (NN laser) (, ,) (CC or) (NN stream)) (PP (IN of) (NP (NNS electrons))))))))))))#
742	validate	confirm	validity	(S1 (S (VP (VP (VB make) (ADJP (JJ valid))) (CC or) (VP (VB confirm) (NP (NP (DT the) (NN validity)) (PP (IN of)))))))#
743	replenish	fill	something	(S1 (S (VP (VB fill) (NP (NP (NN something)) (SBAR (WHNP (WDT that)) (S (VP (VBD had) (ADVP (RB previously)) (VP (VBN been) (VP (VBN emptied))))))))))#
744	refill	fill	something	(S1 (S (VP (VB fill) (NP (NP (NN something)) (SBAR (WHNP (WDT that)) (S (VP (VBD had) (ADVP (RB previously)) (VP (VBN been) (VP (VBN emptied))))))))))#
745	vinify	convert	juice	(S1 (S (VP (VB convert) (NP (DT a) (NN juice)) (PP (IN into) (NP (NP (NN wine)) (PP (IN by) (NP (NN fermentation))))))))#
746	stonewall	delaying	tactics	(S1 (S (VP (VP (VB engage) (PP (IN in) (S (VP (VBG delaying) (NP (NNS tactics)))))) (CC or) (VP (VB refuse) (S (VP (TO to) (VP (VB cooperate))))))))#
747	stall	delay	event	(S1 (S (ADVP (RB deliberately)) (VP (VB delay) (NP (DT an) (NN event) (CC or) (NN action)))))#
748	hush	run	water	(S1 (S (VP (VB run) (NP (NP (NN water)) (PP (IN over) (NP (DT the) (NN ground)))) (S (VP (TO to) (VP (VB erode) (PRN (-LRB- -LRB-) (NP (NN soil)) (-RRB- -RRB-))))) (, ,) (S (VP (VBG revealing) (NP (NP (DT the) (JJ underlying) (NN strata)) (CC and) (NP (JJ valuable) (NNS minerals))))))))#
749	collimate	adjust	line	(S1 (S (VP (VB adjust) (NP (NP (DT the) (NN line)) (PP (IN of) (NP (NP (NN sight)) (PP (IN of) (NP (-LRB- -LRB-) (NP (DT an) (JJ optical) (NN instrument)) (-RRB- -RRB-)))))))))#
750	integrate	make	part	(S1 (S (VP (VP (VB make) (PP (IN into) (NP (DT a) (NN whole)))) (CC or) (VP (VB make) (NP (NP (NN part)) (PP (IN of) (NP (DT a) (NN whole))))))))#
751	incorporate	make	part	(S1 (S (VP (VP (VB make) (PP (IN into) (NP (DT a) (NN whole)))) (CC or) (VP (VB make) (NP (NP (NN part)) (PP (IN of) (NP (DT a) (NN whole))))))))#
752	morph	change	shape	(S1 (S (VP (VB change) (NP (NN shape)) (PP (IN as) (PP (IN via) (NP (NN computer) (NN animation)))))))#
753	nullify	counterbalancing	effect	(S1 (S (VP (VB make) (ADJP (JJ ineffective)) (PP (IN by) (S (VP (VBG counterbalancing) (NP (NP (DT the) (NN effect)) (PP (IN of)))))))))#
754	negate	counterbalancing	effect	(S1 (S (VP (VB make) (ADJP (JJ ineffective)) (PP (IN by) (S (VP (VBG counterbalancing) (NP (NP (DT the) (NN effect)) (PP (IN of)))))))))#
755	decouple	eliminate	coupling	(S1 (S (VP (VB reduce) (CC or) (VB eliminate) (NP (NP (DT the) (NN coupling)) (PP (IN of) (-LRB- -LRB-) (NP (NP (CD one) (NN circuit) (CC or) (NN part)) (PP (TO to) (NP (DT another)))) (-RRB- -RRB-))))))#
756	sparkle	exhibit	virtuosity	(S1 (S (VP (VP (VB be) (ADJP (JJ lively) (CC or) (JJ brilliant))) (CC or) (VP (VB exhibit) (NP (NN virtuosity))))))#
757	scintillate	exhibit	virtuosity	(S1 (S (VP (VP (VB be) (ADJP (JJ lively) (CC or) (JJ brilliant))) (CC or) (VP (VB exhibit) (NP (NN virtuosity))))))#
758	coruscate	exhibit	virtuosity	(S1 (S (VP (VP (VB be) (ADJP (JJ lively) (CC or) (JJ brilliant))) (CC or) (VP (VB exhibit) (NP (NN virtuosity))))))#
759	purify	remove	impurities	(S1 (S (VP (VP (VB remove) (NP (NNS impurities)) (PP (IN from))) (, ,) (VP (VB increase) (NP (NP (DT the) (NN concentration)) (PP (IN of)))) (, ,) (CC and) (VP (VB separate) (PP (IN through) (NP (NP (DT the) (NN process)) (PP (IN of) (NP (NN distillation)))))))))#
760	distort	alter	shape	(S1 (S (VP (VB alter) (NP (NP (DT the) (NN shape)) (PP (IN of) (NP (-LRB- -LRB-) (NP (NN something)) (-RRB- -RRB-)))) (PP (IN by) (NP (NN stress))))))#
761	massacre	kill	number	(S1 (S (VP (VB kill) (NP (NP (DT a) (JJ large) (NN number)) (PP (IN of) (NP (NNS people)))) (ADVP (RB indiscriminately)))))#
762	slaughter	kill	number	(S1 (S (VP (VB kill) (NP (NP (DT a) (JJ large) (NN number)) (PP (IN of) (NP (NNS people)))) (ADVP (RB indiscriminately)))))#
763	finalize	put	touches	(S1 (S (S (VP (VB make) (S (ADJP (JJ final))))) (: ;) (S (VP (VB put) (NP (DT the) (JJ last) (NNS touches)) (PP (IN on)))) (: ;) (S (VP (VB put) (PP (IN into) (NP (JJ final) (NN form)))))))#
764	finalise	put	touches	(S1 (S (S (VP (VB make) (S (ADJP (JJ final))))) (: ;) (S (VP (VB put) (NP (DT the) (JJ last) (NNS touches)) (PP (IN on)))) (: ;) (S (VP (VB put) (PP (IN into) (NP (JJ final) (NN form)))))))#
765	harmonize	making	music	(S1 (S (VP (VB bring) (PP (IN into) (NP (NP (NN consonance)) (, ,) (NP (NN harmony)) (, ,) (CC or) (NP (NN accord)))) (SBAR (IN while) (S (VP (VBG making) (NP (NN music) (CC or) (NN singing))))))))#
766	harmonise	making	music	(S1 (S (VP (VB bring) (PP (IN into) (NP (NP (NN consonance)) (, ,) (NP (NN harmony)) (, ,) (CC or) (NP (NN accord)))) (SBAR (IN while) (S (VP (VBG making) (NP (NN music) (CC or) (NN singing))))))))#
767	chord	making	music	(S1 (S (VP (VB bring) (PP (IN into) (NP (NP (NN consonance)) (, ,) (NP (NN harmony)) (, ,) (CC or) (NP (NN accord)))) (SBAR (IN while) (S (VP (VBG making) (NP (NN music) (CC or) (NN singing))))))))#
768	climax	reach	stage	(S1 (S (S (VP (VB end))) (, ,) (ADVP (RB especially)) (S (VP (TO to) (VP (VB reach) (NP (DT a) (JJ final) (CC or) (JJ climactic) (NN stage)))))))#
769	crown	be	event	(S1 (S (VP (VB be) (NP (DT the) (VBG culminating) (NN event)))))#
770	load	adding	substance	(S1 (FRAG (ADJP (JJ corrupt)) (, ,) (VP (VP (VB debase)) (, ,) (CC or) (VP (VB make) (S (VP (VB impure) (PP (IN by) (S (VP (VBG adding) (NP (DT a) (ADJP (JJ foreign) (CC or) (JJ inferior)) (NN substance))))) (: ;) (ADVP (RB often)) (PP (IN by) (S (VP (VBG replacing) (NP (JJ valuable) (NNS ingredients)) (PP (IN with) (NP (JJ inferior) (NNS ones))))))))))))#
771	adulterate	adding	substance	(S1 (FRAG (ADJP (JJ corrupt)) (, ,) (VP (VP (VB debase)) (, ,) (CC or) (VP (VB make) (S (VP (VB impure) (PP (IN by) (S (VP (VBG adding) (NP (DT a) (ADJP (JJ foreign) (CC or) (JJ inferior)) (NN substance))))) (: ;) (ADVP (RB often)) (PP (IN by) (S (VP (VBG replacing) (NP (JJ valuable) (NNS ingredients)) (PP (IN with) (NP (JJ inferior) (NNS ones))))))))))))#
772	debase	adding	substance	(S1 (FRAG (ADJP (JJ corrupt)) (, ,) (VP (VP (VB debase)) (, ,) (CC or) (VP (VB make) (S (VP (VB impure) (PP (IN by) (S (VP (VBG adding) (NP (DT a) (ADJP (JJ foreign) (CC or) (JJ inferior)) (NN substance))))) (: ;) (ADVP (RB often)) (PP (IN by) (S (VP (VBG replacing) (NP (JJ valuable) (NNS ingredients)) (PP (IN with) (NP (JJ inferior) (NNS ones))))))))))))#
773	leach	remove	substances	(S1 (S (VP (VB remove) (NP (NNS substances)) (PP (IN from) (PP (IN by) (NP (DT a) (JJ percolating) (NN liquid)))))))#
774	glorify	bestow	glory	(S1 (S (VP (VB bestow) (NP (NN glory)) (PP (IN upon)))))#
775	justify	adjust	spaces	(S1 (S (VP (VB adjust) (NP (NP (DT the) (NNS spaces)) (PP (IN between) (NP (NNS words)))))))#
776	clock	measure	time	(S1 (S (VP (VB measure) (NP (NP (DT the) (NN time) (CC or) (NN duration)) (PP (IN of) (NP (NP (DT an) (NN event) (CC or) (NN action)) (CC or) (NP (NP (DT the) (NN person)) (SBAR (WHNP (WP who)) (S (VP (VBZ performs) (NP (NP (DT an) (NN action)) (PP (IN in) (NP (NP (DT a) (JJ certain) (NN period)) (PP (IN of) (NP (NN time))))))))))))))))#
777	fathom	measure	depth	(S1 (S (VP (VB measure) (NP (NP (DT the) (NN depth)) (PP (IN of) (S (VP (PRN (-LRB- -LRB-) (NP (NP (DT a) (NN body)) (PP (IN of) (NP (NN water)))) (-RRB- -RRB-)) (PP (IN with) (NP (DT a) (VBG sounding) (NN line))))))))))#
778	sound	measure	depth	(S1 (S (VP (VB measure) (NP (NP (DT the) (NN depth)) (PP (IN of) (S (VP (PRN (-LRB- -LRB-) (NP (NP (DT a) (NN body)) (PP (IN of) (NP (NN water)))) (-RRB- -RRB-)) (PP (IN with) (NP (DT a) (VBG sounding) (NN line))))))))))#
779	pollute	make	impure	(S1 (S (VP (VB make) (NP (NN impure)))))#
780	contaminate	make	impure	(S1 (S (VP (VB make) (NP (NN impure)))))#
781	ammonify	undergo	ammonification	(S1 (S (S (VP (VB treat) (PP (IN with) (NP (NN ammonia))))) (: ;) (S (VP (VB cause) (S (VP (TO to) (VP (VB undergo) (NP (NN ammonification)))))))))#
782	thoriate	increase	emission	(S1 (S (VP (VB impregnate) (PP (IN with) (NP (JJ thorium) (NN oxide))) (S (VP (TO to) (VP (VB increase) (NP (JJ thermionic) (NN emission))))))))#
783	coke	become	coke	(S1 (S (VP (VB become) (NP (NN coke)))))#
784	decalcify	remove	calcium	(S1 (S (VP (VB remove) (NP (NN calcium) (CC or) (NNP lime)) (PP (IN from)))))#
785	industrialize	develop	industry	(S1 (S (S (VP (VB develop) (NP (NN industry)))) (: ;) (S (VP (VB become) (ADJP (JJ industrial))))))#
786	industrialise	develop	industry	(S1 (S (S (VP (VB develop) (NP (NN industry)))) (: ;) (S (VP (VB become) (ADJP (JJ industrial))))))#
787	emulsify	become	emulsion	(S1 (S (VP (VP (VB form) (PP (IN into))) (CC or) (VP (VB become) (NP (DT an) (NN emulsion))))))#
788	decarboxylate	remove	group	(S1 (S (VP (VB remove) (NP (DT a) (JJ carboxyl) (NN group)) (PP (IN from) (NP (-LRB- -LRB-) (NP (DT a) (JJ chemical) (NN compound)) (-RRB- -RRB-))))))#
789	nazify	adopt	Nazism	(S1 (S (VP (VP (VB cause)) (CC or) (VP (VB force) (S (VP (TO to) (VP (VB adopt) (NP (NP (NN Nazism)) (CC or) (NP (DT a) (NNP Nazi) (NN character))))))))))#
790	denitrify	remove	nitrogen	(S1 (S (VP (VB remove) (NP (NN nitrogen)) (PP (IN from)))))#
791	clarify	removing	impurities	(S1 (S (VP (VB make) (S (ADJP (JJ clear)) (PP (PP (IN by) (S (VP (VBG removing) (NP (NNS impurities) (CC or) (NNS solids))))) (, ,) (RB as) (PP (IN by) (NP (NN heating))))))))#
792	detoxicate	remove	poison	(S1 (S (VP (VB remove) (NP (NN poison)) (PP (IN from)))))#
793	interstratify	arrange	rocks	(S1 (S (VP (VB arrange) (NP (NNS rocks)) (PP (IN in) (S (VP (VBG alternating) (NP (NN strata))))))))#
794	reline	put	lines	(S1 (S (VP (VB put) (NP (JJ new) (NNS lines)) (PP (IN on)))))#
795	spot	allow	recognition	(S1 (S (NP (NP (NN mark)) (PP (IN with) (NP (DT a) (NN spot) (CC or) (NNS spots)))) (ADJP (RB so) (RB as) (S (VP (TO to) (VP (VB allow) (NP (JJ easy) (NN recognition))))))))#
796	crisscross	crossing	lines	(S1 (S (VP (VB mark) (PP (IN with) (NP (NP (DT a) (NN pattern)) (PP (IN of) (S (VP (VBG crossing) (NP (NNS lines))))))))))#
797	spume	make	froth	(S1 (S (VP (VP (VB make) (NP (NN froth) (CC or) (NN foam))) (CC and) (VP (VB become) (ADVP (RB bubbly))))))#
798	suds	make	froth	(S1 (S (VP (VP (VB make) (NP (NN froth) (CC or) (NN foam))) (CC and) (VP (VB become) (ADVP (RB bubbly))))))#
799	disenable	perform	action	(S1 (S (VP (VB make) (S (ADJP (JJ unable) (S (VP (TO to) (VP (VB perform) (NP (DT a) (JJ certain) (NN action))))))))))#
800	pinion	cut	wings	(S1 (S (VP (VB cut) (NP (DT the) (NNS wings)) (ADVP (RB off)) (PRN (-LRB- -LRB-) (PP (IN of) (NP (NNS birds))) (-RRB- -RRB-)))))#
801	buffer	add	buffer	(S1 (S (VP (VB add) (NP (NP (DT a) (NN buffer)) (PRN (-LRB- -LRB-) (NP (DT a) (NN solution)) (-RRB- -RRB-))))))#
802	background	understate	importance	(S1 (S (VP (VBP understate) (NP (NP (DT the) (NN importance) (CC or) (NN quality)) (PP (IN of))))))#
803	downplay	understate	importance	(S1 (S (VP (VBP understate) (NP (NP (DT the) (NN importance) (CC or) (NN quality)) (PP (IN of))))))#
804	de-emphasize	reduce	emphasis	(S1 (S (VP (VB reduce) (NP (DT the) (NN emphasis)))))#
805	de-emphasise	reduce	emphasis	(S1 (S (VP (VB reduce) (NP (DT the) (NN emphasis)))))#
806	destress	reduce	emphasis	(S1 (S (VP (VB reduce) (NP (DT the) (NN emphasis)))))#
807	tender	applying	tenderizer	(S1 (S (VP (VB make) (S (NP (NP (NN tender)) (CC or) (NP (JJR more) (NN tender))) (PP (IN as) (PP (IN by) (S (VP (VP (VBG marinating)) (, ,) (VP (VBG pounding)) (, ,) (CC or) (VP (VBG applying) (NP (DT a) (NN tenderizer)))))))))))#
808	tenderize	applying	tenderizer	(S1 (S (VP (VB make) (S (NP (NP (NN tender)) (CC or) (NP (JJR more) (NN tender))) (PP (IN as) (PP (IN by) (S (VP (VP (VBG marinating)) (, ,) (VP (VBG pounding)) (, ,) (CC or) (VP (VBG applying) (NP (DT a) (NN tenderizer)))))))))))#
809	tenderise	applying	tenderizer	(S1 (S (VP (VB make) (S (NP (NP (NN tender)) (CC or) (NP (JJR more) (NN tender))) (PP (IN as) (PP (IN by) (S (VP (VP (VBG marinating)) (, ,) (VP (VBG pounding)) (, ,) (CC or) (VP (VBG applying) (NP (DT a) (NN tenderizer)))))))))))#
810	process	remedying	condition	(S1 (S (ADJP (JJ subject) (PP (TO to) (NP (NP (DT a) (NN process) (CC or) (NN treatment)) (, ,) (PP (IN with) (NP (NP (DT the) (NN aim)) (PP (IN of) (S (VP (VP (VBG readying) (PP (IN for) (NP (DT some) (NN purpose)))) (, ,) (VP (VBG improving)) (, ,) (CC or) (VP (VBG remedying) (NP (DT a) (NN condition)))))))))))))#
811	demystify	remove	mystery	(S1 (S (VP (VP (VB make) (ADJP (RBR less) (JJ mysterious))) (CC or) (VP (VB remove) (NP (DT the) (NN mystery)) (PP (IN from))))))#
812	de-ionate	remove	ions	(S1 (S (VP (VB remove) (NP (NNS ions)) (PP (IN from)))))#
813	de-iodinate	remove	iodine	(S1 (S (VP (VB remove) (NP (NN iodine)) (PP (IN from)))))#
814	ionate	add	ions	(S1 (S (VP (VB add) (NP (NNS ions)) (PP (TO to)))))#
815	upset	disturb	balance	(S1 (S (VP (VB disturb) (NP (DT the) (NN balance) (CC or) (NN stability)) (PP (IN of)))))#
816	green	become	green	(S1 (S (VP (VB turn) (CC or) (VB become) (NP (NN green)))))#
817	diagonalize	transform	matrix	(S1 (S (VP (VB transform) (NP (DT a) (NNP matrix)) (PP (TO to) (NP (DT a) (JJ diagonal) (NNP matrix))))))#
818	diagonalise	transform	matrix	(S1 (S (VP (VB transform) (NP (DT a) (NNP matrix)) (PP (TO to) (NP (DT a) (JJ diagonal) (NNP matrix))))))#
